kingdom,phylum,majorGroup,class,order,family_PHY,family_WFO,genus_PHY,genus_WFO,specificEpithet,sciname_IN_WFO,sciname_IN_Phylogeny,tipLabel,IN_Phylogeny,Imputed,sciname_IN_DIAZ,sciname_IN_BIEN,seed_mass,whole_plant_height,root_dry_mass,leaf_area_per_leaf_dry_mass,leaf_area,leaf_life_span,leaf_dry_mass_per_leaf_fresh_mass,leaf_dry_mass,leaf_fresh_mass,leaf_nitrogen_content_per_leaf_area,leaf_nitrogen_content_per_leaf_dry_mass,leaf_phosphorus_content_per_leaf_area,leaf_phosphorus_content_per_leaf_dry_mass
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Molluginaceae,Molluginaceae,Mollugo,Mollugo,verticillata,Mollugo verticillata,Mollugo verticillata,Mollugo_verticillata,1,NO,Mollugo verticillata,Mollugo verticillata,0.0574,0.1,0.20030643418691718,24.944330274334284,9664.876867825986,4.90366823762344,197.12945896819173,0.1971160123069681,1.1215623212956052,0.0016634689977828546,29.450455413240164,0.11071144000000015,2.1225413547947882
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Monarda,Monarda,fistulosa,Monarda fistulosa,Monarda fistulosa,Monarda_fistulosa,1,NO,Monarda fistulosa,Monarda fistulosa,0.3348608888888889,0.10387007874015748,0.19963869844959398,31.911782759689924,7841.989144367915,5.306665775417037,245.7905201923077,0.515477933107731,1.3183466584194683,0.0015415437030599983,21.126427039402422,0.11100244000000016,2.131258070599046
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Nepeta,Nepeta,cataria,Nepeta cataria,Nepeta cataria,Nepeta_cataria,1,NO,Nepeta cataria,Nepeta cataria,0.5582965999999999,0.6333333333333333,0.04458050960842105,31.740836666666667,395.9921,7.843494166177784,192.468,0.013014,0.5195318794320835,0.0016587265095066648,24.643128334731767,0.08835468000000003,1.8196536902498022
Plantae,Tracheophyta,A,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalidaceae,Oxalis,Oxalis,stricta,Oxalis stricta,Oxalis stricta,Oxalis_stricta,1,NO,Oxalis stricta,Oxalis stricta,0.224375,0.225,0.13193631877130832,57.7,4537.84831115211,5.039035253984193,210.89896127860666,0.11888244464583013,0.8225495808497804,0.001656947929476188,24.836756900765725,0.10068308000000013,1.878892429111427
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Penstemon,Penstemon,gracilis,Penstemon gracilis,Penstemon gracilis,Penstemon_gracilis,1,NO,Penstemon gracilis,NA,1.4421504049049387,0.9266563161416264,0.13767915623527832,19.063126504384982,2881.9437111294314,5.08156306172517,204.7291866100841,0.39147120381242295,0.9756828149997785,0.0015213273821838092,20.30003270527887,0.10408028000000015,1.8945192561847597
Plantae,Tracheophyta,A,Magnoliopsida,Saxifragales,Penthoraceae,Penthoraceae,Penthorum,Penthorum,sedoides,Penthorum sedoides,Penthorum sedoides,Penthorum_sedoides,1,NO,Penthorum sedoides,NA,6.808857813933734,2.3562494779252163,0.1716089263805113,17.73829193927678,5094.091693475057,5.374720804549722,242.8528389627415,0.18481975088681818,0.9595077998336475,0.0019074730511819036,23.573533448095255,0.10869468000000017,1.97593810340263
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Phleum,Phleum,pratense,Phleum pratense,Phleum pratense,Phleum_pratense,1,NO,Phleum pratense,Phleum pratense,0.3787857142857143,0.31224324324324326,0.004774286,23.682393905121952,4295.6119389756095,4.86899550062686,277.996458,0.00931828,0.087214286,0.001009377,24.6288,0.09911588000000018,1.8297042213047057
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Phrymaceae,Phrymaceae,Phryma,Phryma,leptostachya,Phryma leptostachya,Phryma leptostachya,Phryma_leptostachya,1,NO,Phryma leptostachya,NA,1.4421504049049387,0.9266563161416264,0.13767915623527832,19.063126504384982,2881.9437111294314,5.08156306172517,204.7291866100841,0.39147120381242295,0.9756828149997785,0.0015213273821838092,20.30003270527887,0.10408028000000015,1.8945192561847597
Plantae,Tracheophyta,A,Magnoliopsida,Solanales,Solanaceae,Solanaceae,Physalis,Physalis,pubescens,Physalis pubescens,Physalis pubescens,Physalis_pubescens,1,NO,Physalis pubescens,Physalis pubescens,1.004,1.28703925841069,0.12837265780730836,20.372893452453084,2708.2568492501464,4.939401205990479,211.63413232953076,0.15064980418001522,0.6848431831327114,0.0018498718246279632,29.11953166245755,0.10217196000000014,1.8930865275627982
Plantae,Tracheophyta,A,Magnoliopsida,Solanales,Solanaceae,Solanaceae,Physalis,Physalis,virginiana,Physalis virginiana,Physalis virginiana,Physalis_virginiana,1,NO,Physalis virginiana,Physalis virginiana,1.53,1,0.12914979487347375,20.92878886187362,2777.7867956565083,4.920849851713168,199.62243954578543,0.1393753862739078,0.6827983341963069,0.001823725534021903,29.314507190187292,0.10200908000000015,1.889811410836132
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Plantago,Plantago,lanceolata,Plantago lanceolata,Plantago lanceolata,Plantago_lanceolata,1,NO,Plantago lanceolata,Plantago lanceolata,1.526975219512195,0.2055435,0.2515683061107066,19.23134445397351,1975.266688,5.459361062693677,160.5192774,2.9271441549504953,2.067259085119552,0.001203874,20.338617486666667,0.10865856000000017,1.9907641625319308
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,amphibia,Persicaria amphibia,Persicaria amphibia,Persicaria_amphibia,1,NO,Persicaria amphibia,Polygonum amphibium,2.5730000000000004,0.48333333333333334,0.11263482596727822,17.106236942142857,2413.677731,5.19178389486408,246.2318181818182,0.1543377237647059,0.6047364994363948,0.0016693882114619018,29.55868083573253,0.10487636000000017,1.956427500612715
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Polygonum,thunbergii,Polygonum thunbergii,Persicaria thunbergii,Persicaria_thunbergii,1,NO,Polygonum thunbergii,NA,5.340807151087399,1.5123917611737716,0.13227034398342866,17.239269438310387,2452.878984587865,5.256177844215182,227.16317764329096,0.14386334337149598,0.7341632048179784,0.0017348497994479626,28.846731766954026,0.10763980000000019,1.983428798281229
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,hydropiper,Persicaria hydropiper,Persicaria hydropiper,Persicaria_hydropiper,1,NO,Persicaria hydropiper,Persicaria hydropiper,2.032,0.6,0.13662736715572937,20.245986518879057,2890.6990931330433,4.950886991542478,203.47274603498767,0.1391334054192118,0.7390487691035752,0.0017260929131085697,30.87948257055025,0.10514684000000019,1.926811539385935
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,maculosa,Persicaria maculosa,Persicaria maculosa,Persicaria_maculosa,1,NO,Persicaria maculosa,Polygonum persicaria,2.097857142857143,0.4388888888888889,0.11960183592012033,25.041883626666667,1755.0323221333333,4.9906731435820095,203,0.095832192,0.662991051588648,0.0018743847680219008,34.63716972002114,0.10178880000000019,1.9571960638538362
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,tremuloides,Populus tremuloides,Populus tremuloides,Populus_tremuloides,1,NO,Populus tremuloides,Populus tremuloides,0.11494383333333334,15.91424313862766,0.10719457780354891,13.304075550397464,2367.7682777777777,4.346666666666667,370.1287119277137,0.20266666666666663,0.8876895759967458,0.002065015,19.80211090909091,0.0814,1.7784999657142857
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Portulacaceae,Portulacaceae,Portulaca,Portulaca,oleracea,Portulaca oleracea,Portulaca oleracea,Portulaca_oleracea,1,NO,Portulaca oleracea,Portulaca oleracea,0.172221,0.175,0.13810813327888732,19.272,25.725,7.8199466082614935,106.547,0.001488,0.8064154032421653,0.002403052806306665,31.55201299750973,0.10145260000000018,2.121445524121031
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Malus,Malus,domestica,Malus domestica,Malus domestica,Malus_domestica,1,NO,Malus domestica,Malus domestica,26.973333333333333,4.487857142857143,0.12906381530147384,17.226537466597758,1620,5.969802067129676,276.91349170671293,0.10573576454473996,0.6082547566635296,0.001858967496361905,22.390802106102328,0.10044352000000022,1.6540917045800547
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,Rhamnus,Rhamnus,cathartica,Rhamnus cathartica,Rhamnus cathartica,Rhamnus_cathartica,1,NO,Rhamnus cathartica,Rhamnus cathartica,29.1554784,5.449485714285714,0.13267378092018062,13.85886281837714,1747.06,6.8,236,0.11505380781162884,0.700909509933367,0.0019,25.333333333333332,0.10240000000000025,1.7
