kingdom,phylum,majorGroup,class,order,family_PHY,family_WFO,genus_PHY,genus_WFO,specificEpithet,sciname_IN_WFO,sciname_IN_Phylogeny,tipLabel,IN_Phylogeny,Imputed,sciname_IN_DIAZ,sciname_IN_BIEN,Woodiness,growth_form,leaf_type,leaf_area,Nmass,LMA,plant_height,diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
Plantae,Tracheophyta,A,Magnoliopsida,Vitales,Vitaceae,Vitaceae,Vitis,Vitis,riparia,Vitis riparia,Vitis riparia,Vitis_riparia,1,NO,NA,Vitis riparia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Sapindaceae,Sapindaceae,Acer,Acer,negundo,Acer negundo,Acer negundo,Acer_negundo,1,NO,Acer fraxinifolium,Acer negundo,woody,tree,broadleaved,NA,NA,NA,NA,50,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Sapindaceae,Sapindaceae,Acer,Acer,rubrum,Acer rubrum,Acer rubrum,Acer_rubrum,1,NO,Acer rubrum,Acer rubrum,woody,tree,broadleaved,2989.66,17.80857407,58.65691012,14.11947709,21.9339,0.567842634,NA,NA,0.567842634
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Agastache,Agastache,foeniculum,Agastache foeniculum,Agastache foeniculum,Agastache_foeniculum,1,NO,Agastache foeniculum,Agastache foeniculum,non-woody,herbaceous non-graminoid,broadleaved,NA,20.03272323,92.59259259,NA,0.2627,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Elymus,Elymus,repens,Elymus repens,Elymus repens,Elymus_repens,1,NO,Elymus repens,Elytrigia repens,non-woody,herbaceous graminoid,broadleaved,980.81,26.4533809,47.32494786,0.571625874,2.3627,0.271473942,NA,NA,0.271473942
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Elymus,Elymus,smithii,Elymus smithii,Elymus smithii,Elymus_smithii,1,NO,Elymus smithii,Pascopyrum smithii,non-woody,herbaceous graminoid,broadleaved,775.95,20.12485911,43.24476237,0.606732846,3.5386,0.336075249,NA,NA,0.336075249
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,nemoralis,Poa nemoralis,Poa nemoralis,Poa_nemoralis,1,NO,Poa nemoralis,Poa nemoralis,non-woody,herbaceous graminoid,broadleaved,526.98,22.08030111,28.31129382,0.460794715,0.1326,0.4779,NA,NA,0.4779
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Agrostis,Agrostis,scabra,Agrostis scabra,Agrostis scabra,Agrostis_scabra,1,NO,Agrostis scabra,Agrostis scabra,non-woody,herbaceous graminoid,broadleaved,90,11.13552873,102.2146344,0.76,0.0573,NA,0.486068781,0.434319077,0.434319077
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Amaryllidaceae,Amaryllidaceae,Allium,Allium,cernuum,Allium cernuum,Allium cernuum,Allium_cernuum,1,NO,Allium cernuum,Allium cernuum,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,NA,3.85,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Amaryllidaceae,Amaryllidaceae,Allium,Allium,stellatum,Allium stellatum,Allium stellatum,Allium_stellatum,1,NO,Allium stellatum,Allium stellatum,non-woody,herbaceous non-graminoid,broadleaved,NA,31.84,67,NA,1.929,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Betulaceae,Betulaceae,Alnus,Alnus,incana,Alnus incana,Alnus incana,Alnus_incana,1,NO,Alnus incana,Alnus incana,woody,shrub/tree,broadleaved,2583.96,33.70232216,55.29773946,9.53491529,0.6649,0.468294779,NA,NA,0.468294779
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,Amaranthus,Amaranthus,retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus_retroflexus,1,NO,Amaranthus retroflexus,Amaranthus retroflexus,non-woody,herbaceous non-graminoid,broadleaved,3379.06,32.54373277,59.98288243,0.464284504,0.3976,NA,0.21734381,0.209758157,0.209758157
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Ambrosia,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,1,NO,Ambrosia artemisiifolia,Ambrosia artemisiifolia,non-woody,herbaceous non-graminoid,broadleaved,650.16,25.5,39.86712755,0.694945832,3.9899,NA,0.214486008,0.208260668,0.208260668
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Ambrosia,Ambrosia,psilostachya,Ambrosia psilostachya,Ambrosia psilostachya,Ambrosia_psilostachya,1,NO,Ambrosia psilostachya,Ambrosia psilostachya,non-woody,herbaceous non-graminoid,broadleaved,461.55,20.36165666,69.1759069,0.525378172,6.3926,0.278686743,NA,NA,0.278686743
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Amelanchier,Amelanchier,alnifolia,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier_alnifolia,1,NO,Amelanchier alnifolia,Amelanchier alnifolia,woody,shrub/tree,broadleaved,964.61,18.2,106.7620663,3.86283244,5.5447,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Amelanchier,Amelanchier,arborea,Amelanchier arborea,Amelanchier arborea,Amelanchier_arborea,1,NO,Amelanchier arborea,Amelanchier arborea,woody,shrub/tree,broadleaved,718.53,NA,37.76387844,14.22816601,5.67,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Amelanchier,Amelanchier,laevis,Amelanchier laevis,Amelanchier laevis,Amelanchier_laevis,1,NO,Amelanchier laevis,Amelanchier laevis,woody,shrub/tree,broadleaved,1085.83,NA,29.58310484,12.19,22.9474,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Amelanchier,Amelanchier,sanguinea,Amelanchier sanguinea,Amelanchier sanguinea,Amelanchier_sanguinea,1,NO,Amelanchier grandiflora,Amelanchier sanguinea,woody,tree,broadleaved,NA,NA,NA,9,3.89,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Amorpha,Amorpha,canescens,Amorpha canescens,Amorpha canescens,Amorpha_canescens,1,NO,Amorpha canescens,Amorpha canescens,woody,shrub,broadleaved,419.95,23.78395978,68.72297392,0.652660253,1.9072,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Andropogon,Andropogon,gerardii,Andropogon gerardii,Andropogon gerardi,Andropogon_gerardi,1,NO,Andropogon gerardii,Andropogon gerardi,non-woody,herbaceous graminoid,broadleaved,1354.37,12.03430361,54.13754643,1.356317032,1.9015,0.262383367,NA,NA,0.262383367
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Anemone,Anemone,cylindrica,Anemone cylindrica,Anemone cylindrica,Anemone_cylindrica,1,NO,Anemone cylindrica,Anemone cylindrica,non-woody,herbaceous non-graminoid,broadleaved,614.21,17.60931572,75.88145286,0.37,0.9153,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Anemone,Anemone,quinquefolia,Anemone quinquefolia,Anemone quinquefolia,Anemone_quinquefolia,1,NO,Anemone quinquefolia,Anemone quinquefolia,non-woody,herbaceous non-graminoid,broadleaved,1600.21,15.2996732,27.47850821,0.277275432,1.13,NA,0.150972815,0.174979755,0.174979755
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Anemone,Anemone,virginiana,Anemone virginiana,Anemone virginiana,Anemone_virginiana,1,NO,Anemone virginiana,NA,non-woody,herbaceous non-graminoid,broadleaved,NA,13.8,46.8,NA,1.13,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Antennaria,Antennaria,parlinii,Antennaria parlinii,Antennaria parlinii,Antennaria_parlinii,1,NO,Antennaria parlinii,Antennaria parlinii,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,NA,0.07,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Antennaria,Antennaria,neglecta,Antennaria neglecta,Antennaria neglecta,Antennaria_neglecta,1,NO,Antennaria neglecta,Antennaria neglecta,non-woody,herbaceous non-graminoid,broadleaved,278.08,14.70791148,56.49767406,0.3,0.0693,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Antennaria,Antennaria,plantaginifolia,Antennaria plantaginifolia,Antennaria plantaginifolia,Antennaria_plantaginifolia,1,NO,Antennaria plantaginifolia,Antennaria plantaginifolia,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,NA,0.0735,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Aquilegia,Aquilegia,canadensis,Aquilegia canadensis,Aquilegia canadensis,Aquilegia_canadensis,1,NO,Aquilegia canadensis,Aquilegia canadensis,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,0.9,0.5,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Turritis,Turritis,glabra,Turritis glabra,Turritis glabra,Turritis_glabra,1,NO,Turritis glabra,Arabis glabra,non-woody,herbaceous non-graminoid,broadleaved,1820.48,29.32776688,37.61616884,0.658829211,0.0618,NA,0.166599084,0.18316792,0.18316792
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Arabis,Arabis,hirsuta,Arabis hirsuta,Arabis hirsuta,Arabis_hirsuta,1,NO,Arabis hirsuta,Arabis hirsuta,non-woody,herbaceous non-graminoid,broadleaved,177.46,20,42.89917537,0.37194375,0.0908,NA,0.16,0.17971,0.17971
Plantae,Tracheophyta,A,Magnoliopsida,Apiales,Araliaceae,Araliaceae,Aralia,Aralia,nudicaulis,Aralia nudicaulis,Aralia nudicaulis,Aralia_nudicaulis,1,NO,Aralia nudicaulis,Aralia nudicaulis,non-woody,herbaceous non-graminoid/shrub,broadleaved,4321.2,20.1078031,37.72711021,0.45,5.905,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophyllaceae,Moehringia,Moehringia,lateriflora,Moehringia lateriflora,Moehringia lateriflora,Moehringia_lateriflora,1,NO,Moehringia lateriflora,Moehringia lateriflora,non-woody,herbaceous non-graminoid,broadleaved,132.81,23.24,18.8253012,NA,0.4599,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Aronia,Aronia,melanocarpa,Aronia melanocarpa,Aronia melanocarpa,Aronia_melanocarpa,1,NO,Aronia melanocarpa,Aronia melanocarpa,woody,shrub,broadleaved,1159.95,17.37141111,72.26121486,1.338918128,1.8437,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,exaltata,Asclepias exaltata,Asclepias exaltata,Asclepias_exaltata,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,incarnata,Asclepias incarnata,Asclepias incarnata,Asclepias_incarnata,1,NO,Asclepias incarnata,Asclepias incarnata,non-woody,herbaceous non-graminoid,broadleaved,1575.35,15.9,60.8742443,1.048394575,2.3466,NA,0.227267724,0.214958287,0.214958287
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,ovalifolia,Asclepias ovalifolia,Asclepias ovalifolia,Asclepias_ovalifolia,1,NO,Asclepias ovalifolia,Asclepias ovalifolia,non-woody,herbaceous non-graminoid,broadleaved,1998.26,21.23469162,41.80486612,NA,4.15,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,tuberosa,Asclepias tuberosa,Asclepias tuberosa,Asclepias_tuberosa,1,NO,Asclepias tuberosa,Asclepias tuberosa,non-woody,herbaceous non-graminoid,broadleaved,713.38,24.47777907,50.41300353,0.531013267,6.6079,NA,0.203048777,0.202267559,0.202267559
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Apocynaceae,Apocynaceae,Asclepias,Asclepias,viridiflora,Asclepias viridiflora,Asclepias viridiflora,Asclepias_viridiflora,1,NO,Asclepias viridiflora,Asclepias viridiflora,non-woody,herbaceous non-graminoid,broadleaved,NA,14.74,105.263,0.249255514,4.6,NA,0.2112,0.2065388,0.2065388
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,oolentangiense,Symphyotrichum oolentangiense,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,1,NO,Symphyotrichum oolentangiense,Symphyotrichum oolentangiense,non-woody,herbaceous non-graminoid/shrub,broadleaved,921.64,15.79606993,70.92294978,NA,0.17,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,ericoides,Symphyotrichum ericoides,Symphyotrichum ericoides,Symphyotrichum_ericoides,1,NO,Symphyotrichum ericoides,Symphyotrichum ericoides,non-woody,herbaceous non-graminoid,broadleaved,95.59,17.315,61.16993761,0.9,0.1095,NA,0.271197147,0.237977305,0.237977305
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,boreale,Symphyotrichum boreale,Symphyotrichum boreale,Symphyotrichum_boreale,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum_lanceolatum,1,NO,Symphyotrichum lanceolatum,Aster lanceolatus,non-woody,herbaceous non-graminoid,broadleaved,520.35,11.82,48.97745427,1.333900591,0.45,NA,0.242048911,0.222703629,0.222703629
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Eurybia,Eurybia,macrophylla,Eurybia macrophylla,Eurybia macrophylla,Eurybia_macrophylla,1,NO,Eurybia macrophylla,NA,non-woody,herbaceous non-graminoid,broadleaved,1772.89,18.73328791,26.00406153,1.45,0.56,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,novae-angliae,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,Symphyotrichum_novae-angliae,1,NO,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,non-woody,herbaceous non-graminoid,broadleaved,571.38,24.1,42.68763277,0.884534733,0.5407,NA,0.202533786,0.201997704,0.201997704
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,ptarmicoides,Solidago ptarmicoides,Solidago ptarmicoides,Solidago_ptarmicoides,1,NO,Solidago ptarmicoides,NA,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,0.32,0.47,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Symphyotrichum,Symphyotrichum,puniceum,Symphyotrichum puniceum,Symphyotrichum puniceum,Symphyotrichum_puniceum,1,NO,Symphyotrichum puniceum,Symphyotrichum puniceum,non-woody,herbaceous non-graminoid/shrub,broadleaved,2583.56,24.9515421,48.64027937,1.155736998,0.3901,NA,0.285024015,0.245222584,0.245222584
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Doellingeria,Doellingeria,umbellata,Doellingeria umbellata,Doellingeria umbellata,Doellingeria_umbellata,1,NO,Doellingeria umbellata,Doellingeria umbellata,non-woody,herbaceous non-graminoid,broadleaved,2098.1,14.20076605,40.66755425,0.923379393,0.5,NA,0.167703492,0.18374663,0.18374663
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Astragalus,Astragalus,canadensis,Astragalus canadensis,Astragalus canadensis,Astragalus_canadensis,1,NO,Astragalus canadensis,Astragalus canadensis,non-woody,herbaceous non-graminoid,broadleaved,129.4,41.3,69.09469011,0.684051432,1.867,NA,0.263744,0.230160848,0.230160848
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Baptisia,Baptisia,alba,Baptisia alba,Baptisia alba,Baptisia_alba,1,NO,Baptisia alba,NA,non-woody,herbaceous non-graminoid,broadleaved,518.88,22.3,60.18438911,1.48974411,16.2425,0.268478043,NA,NA,0.268478043
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Barbarea,Barbarea,vulgaris,Barbarea vulgaris,Barbarea vulgaris,Barbarea_vulgaris,1,NO,Barbarea vulgaris,Barbarea vulgaris,non-woody,herbaceous non-graminoid,broadleaved,1271.27,NA,33.79277454,0.498966777,0.5997,NA,0.158209198,0.17877162,0.17877162
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Berteroa,Berteroa,incana,Berteroa incana,Berteroa incana,Berteroa_incana,1,NO,Berteroa incana,Berteroa incana,non-woody,herbaceous non-graminoid,broadleaved,152.2,18.76274191,49.6691894,0.444821172,0.597,NA,0.227216733,0.214931568,0.214931568
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Betulaceae,Betulaceae,Betula,Betula,alleghaniensis,Betula alleghaniensis,Betula alleghaniensis,Betula_alleghaniensis,1,NO,Betula alleghaniensis,Betula alleghaniensis,woody,tree,broadleaved,3174.32,20.95187702,29.13299987,29.04358241,0.8352,0.66,NA,NA,0.66
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Betulaceae,Betulaceae,Betula,Betula,papyrifera,Betula papyrifera,Betula papyrifera,Betula_papyrifera,1,NO,Betula papyrifera,Betula papyrifera,woody,tree,broadleaved,2536.38,23.83371477,63.58402842,14.69789012,0.3278,0.559912529,NA,NA,0.559912529
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Betulaceae,Betulaceae,Betula,Betula,pumila,Betula pumila,Betula pumila,Betula_pumila,1,NO,Betula pumila,Betula pumila,woody,shrub,broadleaved,245.2,17.51356099,97.05408395,3.489985673,0.2184,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Bidens,Bidens,cernua,Bidens cernua,Bidens cernua,Bidens_cernua,1,NO,Bidens cernua,Bidens cernua,non-woody,herbaceous non-graminoid,broadleaved,1057.65,NA,45.07283938,0.429288652,1.6488,NA,0.181266116,0.190853445,0.190853445
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Bidens,Bidens,coronata,Bidens coronata,Bidens coronata,Bidens_coronata,1,NO,Bidens coronata,NA,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,1.03,3.48,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Bidens,Bidens,tripartita,Bidens tripartita,Bidens tripartita,Bidens_tripartita,1,NO,Bidens comosa,Bidens tripartita,non-woody,herbaceous non-graminoid,broadleaved,NA,NA,NA,NA,3.08,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Bouteloua,curtipendula,Bouteloua curtipendula,Bouteloua curtipendula,Bouteloua_curtipendula,1,NO,Bouteloua curtipendula,Bouteloua curtipendula,non-woody,herbaceous graminoid,broadleaved,618.62,12.65175911,60.11285386,0.567885664,0.8636,NA,0.478802411,0.427866541,0.427866541
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Bouteloua,aristidoides,Bouteloua aristidoides,Bouteloua aristidoides,Bouteloua_aristidoides,1,NO,Bouteloua aristidoides,NA,non-woody,herbaceous graminoid,broadleaved,314.96,15.91592894,79.69615126,0.033166248,0.2948,NA,0.481866016,0.430587022,0.430587022
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bromus,Bromus,ciliatus,Bromus ciliatus,Bromus ciliatus,Bromus_ciliatus,1,NO,Bromus ciliatus,Bromus ciliatus,non-woody,herbaceous graminoid,broadleaved,426.61,12.49587932,37.83291266,0.721318238,3.5325,NA,0.316670605,0.283893497,0.283893497
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bromus,Bromus,kalmii,Bromus kalmii,Bromus kalmii,Bromus_kalmii,1,NO,Bromus kalmii,Bromus kalmii,non-woody,herbaceous graminoid,broadleaved,569.9,NA,47.67353842,1.085913243,2.1723,NA,0.372032787,0.333055115,0.333055115
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Bouteloua,dactyloides,Bouteloua dactyloides,Bouteloua dactyloides,Bouteloua_dactyloides,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Calamagrostis,Calamagrostis,stricta,Calamagrostis stricta,Calamagrostis stricta,Calamagrostis_stricta,1,NO,Calamagrostis stricta,Calamagrostis stricta,non-woody,herbaceous graminoid,broadleaved,1756.89,13.8,54.4185957,0.760746363,0.1694,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Campanulaceae,Campanulaceae,Palustricodon,Palustricodon,aparinoides,Palustricodon aparinoides,Palustricodon aparinoides,Palustricodon_aparinoides,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Capsella,Capsella,bursa-pastoris,Capsella bursa-pastoris,Capsella bursa-pastoris,Capsella_bursa-pastoris,1,NO,Capsella bursa-pastoris,Capsella bursa-pastoris,non-woody,herbaceous non-graminoid,broadleaved,511.7,37.56654256,35.25101667,0.18456764,0.1159,0.31224,NA,NA,0.31224
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,bebbii,Carex bebbii,Carex bebbii,Carex_bebbii,1,NO,Carex bebbii,NA,non-woody,herbaceous graminoid,broadleaved,NA,NA,NA,0.91,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,bicknellii,Carex bicknellii,Carex bicknellii,Carex_bicknellii,1,NO,Carex bicknellii,Carex bicknellii,non-woody,herbaceous graminoid,broadleaved,566.35,NA,38.17361847,0.425294067,1.2496,NA,0.336413119,0.30142485,0.30142485
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,canescens,Carex canescens,Carex canescens,Carex_canescens,1,NO,Carex canescens,Carex canescens,non-woody,herbaceous graminoid,broadleaved,372.13,21.68632577,37.64207421,0.357968307,0.3206,NA,0.28794328,0.258383633,0.258383633
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,echinata,Carex echinata,Carex echinata,Carex_echinata,1,NO,Carex echinata,Carex echinata,non-woody,herbaceous graminoid,broadleaved,184.58,NA,71.61084402,0.255216685,0.7591,NA,0.362457008,0.324551823,0.324551823
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,chordorrhiza,Carex chordorrhiza,Carex chordorrhiza,Carex_chordorrhiza,1,NO,Carex chordorrhiza,Carex chordorrhiza,non-woody,herbaceous graminoid,broadleaved,107.25,NA,45.78754579,0.09085603,1.4958,NA,0.34,0.30461,0.30461
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,comosa,Carex comosa,Carex comosa,Carex_comosa,1,NO,Carex comosa,NA,non-woody,herbaceous graminoid,broadleaved,NA,NA,NA,1.52,1.03,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,diandra,Carex diandra,Carex diandra,Carex_diandra,1,NO,Carex diandra,Carex diandra,non-woody,herbaceous graminoid,broadleaved,316,13.21816931,90.41724371,0.442412856,0.4395,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,disperma,Carex disperma,Carex disperma,Carex_disperma,1,NO,Carex disperma,NA,non-woody,herbaceous graminoid,broadleaved,NA,NA,NA,0.6,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,foenea,Carex foenea,Carex foenea,Carex_foenea,1,NO,Carex foenea,Carex foenea,non-woody,herbaceous graminoid,broadleaved,515.61,NA,42.6083986,0.379189845,1.34,NA,0.33,0.29573,0.29573
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,gracillima,Carex gracillima,Carex gracillima,Carex_gracillima,1,NO,Carex gracillima,Carex gracillima,non-woody,herbaceous graminoid,broadleaved,NA,NA,NA,0.91,1.2351,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,haydenii,Carex haydenii,Carex haydenii,Carex_haydenii,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,interior,Carex interior,Carex interior,Carex_interior,1,NO,Carex interior,NA,non-woody,herbaceous graminoid,broadleaved,235.8,NA,57.77494788,0.45,0.5,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,lacustris,Carex lacustris,Carex lacustris,Carex_lacustris,1,NO,Carex lacustris,Carex lacustris,non-woody,herbaceous graminoid,broadleaved,NA,13.33293888,NA,1.52,1.61,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,lasiocarpa,Carex lasiocarpa,Carex lasiocarpa,Carex_lasiocarpa,1,NO,Carex lasiocarpa,Carex lasiocarpa,non-woody,herbaceous graminoid,broadleaved,811.54,17.67728849,96.24501751,0.579889,3.7496,NA,0.361964568,0.324114537,0.324114537
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,vulpinoidea,Carex vulpinoidea,Carex vulpinoidea,Carex_vulpinoidea,1,NO,Carex vulpinoidea,Carex vulpinoidea,non-woody,herbaceous graminoid,broadleaved,509.67,27.53,54.28198262,0.351725121,0.7867,NA,0.31106461,0.278915374,0.278915374
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Carex,Carex,oligosperma,Carex oligosperma,Carex oligosperma,Carex_oligosperma,1,NO,Carex oligosperma,Carex oligosperma,non-woody,herbaceous graminoid,broadleaved,NA,NA,NA,0.9,4.1679,NA,NA,NA,NA
