kingdom,phylum,majorGroup,class,order,family_PHY,family_WFO,genus_PHY,genus_WFO,specificEpithet,sciname_IN_WFO,sciname_IN_Phylogeny,tipLabel,IN_Phylogeny
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,resinosa,Pinus resinosa,Pinus resinosa,Pinus_resinosa,1
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,strobus,Pinus strobus,Pinus strobus,Pinus_strobus,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Plantago,Plantago,major,Plantago major,Plantago major,Plantago_major,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,compressa,Poa compressa,Poa compressa,Poa_compressa,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,palustris,Poa palustris,Poa palustris,Poa_palustris,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,pratensis,Poa pratensis,Poa pratensis,Poa_pratensis,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Polygalaceae,Polygalaceae,Polygala,Polygala,polygama,Polygala polygama,Polygala polygama,Polygala_polygama,1
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Asparagaceae,Asparagaceae,Polygonatum,Polygonatum,biflorum,Polygonatum biflorum,Polygonatum biflorum,Polygonatum_biflorum,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Polygonella,Polygonella,articulata,Polygonella articulata,Polygonella articulata,Polygonella_articulata,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Fabaceae,Parogonum,Acacia,subtessarogona,Acacia subtessarogona,Parogonum ciliinode,Parogonum_ciliinode,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Fallopia,Fallopia,convolvulus,Fallopia convolvulus,Fallopia convolvulus,Fallopia_convolvulus,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia,Persicaria_lapathifolia,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,pensylvanica,Persicaria pensylvanica,Persicaria pensylvanica,Persicaria_pensylvanica,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,sagittata,Persicaria sagittata,Persicaria sagittata,Persicaria_sagittata,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Fallopia,Fallopia,scandens,Fallopia scandens,Fallopia scandens,Fallopia_scandens,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Polygonum,Polygonum,tenue,Polygonum tenue,Polygonum tenue,Polygonum_tenue,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,balsamifera,Populus balsamifera,Populus balsamifera,Populus_balsamifera,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,deltoides,Populus deltoides,Populus deltoides,Populus_deltoides,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,grandidentata,Populus grandidentata,Populus grandidentata,Populus_grandidentata,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,argentea,Potentilla argentea,Potentilla argentea,Potentilla_argentea,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Drymocallis,Drymocallis,arguta,Drymocallis arguta,Drymocallis arguta,Drymocallis_arguta,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,norvegica,Potentilla norvegica,Potentilla norvegica,Potentilla_norvegica,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Comarum,Comarum,palustre,Comarum palustre,Comarum palustre,Comarum_palustre,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,recta,Potentilla recta,Potentilla recta,Potentilla_recta,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,simplex,Potentilla simplex,Potentilla simplex,Potentilla_simplex,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Nabalus,Nabalus,albus,Nabalus albus,Nabalus albus,Nabalus_albus,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Nabalus,Nabalus,racemosus,Nabalus racemosus,Nabalus racemosus,Nabalus_racemosus,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Prunella,Prunella,vulgaris,Prunella vulgaris,Prunella vulgaris,Prunella_vulgaris,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,americana,Prunus americana,Prunus americana,Prunus_americana,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,pensylvanica,Prunus pensylvanica,Prunus pensylvanica,Prunus_pensylvanica,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,pumila,Prunus pumila,Prunus pumila,Prunus_pumila,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,serotina,Prunus serotina,Prunus serotina,Prunus_serotina,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,virginiana,Prunus virginiana,Prunus virginiana,Prunus_virginiana,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Pycnanthemum,Pycnanthemum,virginianum,Pycnanthemum virginianum,Pycnanthemum virginianum,Pycnanthemum_virginianum,1
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Pyrola,Pyrola,rotundifolia,Pyrola rotundifolia,Pyrola rotundifolia,Pyrola_rotundifolia,1
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,alba,Quercus alba,Quercus alba,Quercus_alba,1
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,petraea,Quercus petraea,Quercus petraea,Quercus_petraea,1
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,ellipsoidalis,Quercus ellipsoidalis,Quercus ellipsoidalis,Quercus_ellipsoidalis,1
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,macrocarpa,Quercus macrocarpa,Quercus macrocarpa,Quercus_macrocarpa,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Ratibida,Ratibida,pinnata,Ratibida pinnata,Ratibida pinnata,Ratibida_pinnata,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,Frangula,Frangula,alnus,Frangula alnus,Frangula alnus,Frangula_alnus,1
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Anacardiaceae,Anacardiaceae,Rhus,Rhus,glabra,Rhus glabra,Rhus glabra,Rhus_glabra,1
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Anacardiaceae,Anacardiaceae,Toxicodendron,Toxicodendron,radicans,Toxicodendron radicans,Toxicodendron radicans,Toxicodendron_radicans,1
Plantae,Tracheophyta,A,Magnoliopsida,Saxifragales,Grossulariaceae,Grossulariaceae,Ribes,Ribes,hirtellum,Ribes hirtellum,Ribes hirtellum,Ribes_hirtellum,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Robinia,Robinia,pseudoacacia,Robinia pseudoacacia,Robinia pseudoacacia,Robinia_pseudoacacia,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosa,Rosa,arkansana,Rosa arkansana,Rosa arkansana,Rosa_arkansana,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosa,Rosa,blanda,Rosa blanda,Rosa blanda,Rosa_blanda,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rosa,Rosa,carolina,Rosa carolina,Rosa carolina,Rosa_carolina,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,allegheniensis,Rubus allegheniensis,Rubus allegheniensis,Rubus_allegheniensis,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,canadensis,Rubus canadensis,Rubus canadensis,Rubus_canadensis,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,flagellaris,Rubus flagellaris,Rubus flagellaris,Rubus_flagellaris,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,idaeus,Rubus idaeus,Rubus idaeus,Rubus_idaeus,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,occidentalis,Rubus occidentalis,Rubus occidentalis,Rubus_occidentalis,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Rubus,Rubus,pubescens,Rubus pubescens,Rubus pubescens,Rubus_pubescens,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Rumex,Rumex,acetosella,Rumex acetosella,Rumex acetosella,Rumex_acetosella,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,bebbiana,Salix bebbiana,Salix bebbiana,Salix_bebbiana,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,discolor,Salix discolor,Salix discolor,Salix_discolor,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,petiolaris,Salix petiolaris,Salix petiolaris,Salix_petiolaris,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,humilis,Salix humilis,Salix humilis,Salix_humilis,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,interior,Salix interior,Salix interior,Salix_interior,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,pedicellaris,Salix pedicellaris,Salix pedicellaris,Salix_pedicellaris,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,pyrifolia,Salix pyrifolia,Salix pyrifolia,Salix_pyrifolia,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Salix,Salix,serissima,Salix serissima,Salix serissima,Salix_serissima,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthaceae,Salsola,Salsola,kali,Salsola kali,Salsola kali,Salsola_kali,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Schizachne,Schizachne,purpurascens,Schizachne purpurascens,Schizachne purpurascens,Schizachne_purpurascens,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Schizachyrium,Schizachyrium,scoparium,Schizachyrium scoparium,Schizachyrium scoparium,Schizachyrium_scoparium,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Scirpus,Scirpus,cyperinus,Scirpus cyperinus,Scirpus cyperinus,Scirpus_cyperinus,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Eleocharis,Eleocharis,geniculata,Eleocharis geniculata,Eleocharis geniculata,Eleocharis_geniculata,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Cyperaceae,Cyperaceae,Scleria,Scleria,triglomerata,Scleria triglomerata,Scleria triglomerata,Scleria_triglomerata,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Scutellaria,Scutellaria,galericulata,Scutellaria galericulata,Scutellaria galericulata,Scutellaria_galericulata,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Scutellaria,Scutellaria,lateriflora,Scutellaria lateriflora,Scutellaria lateriflora,Scutellaria_lateriflora,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Scutellaria,Scutellaria,parvula,Scutellaria parvula,Scutellaria parvula,Scutellaria_parvula,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Secale,Secale,cereale,Secale cereale,Secale cereale,Secale_cereale,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Secale,Secale,vavilovii,Secale vavilovii,Secale vavilovii,Secale_vavilovii,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Packera,Packera,aurea,Packera aurea,Packera aurea,Packera_aurea,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Packera,Packera,paupercula,Packera paupercula,Packera paupercula,Packera_paupercula,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Setaria,Setaria,italica,Setaria italica,Setaria italica,Setaria_italica,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Setaria,Setaria,viridis,Setaria viridis,Setaria viridis,Setaria_viridis,1
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Sisymbrium,Sisymbrium,altissimum,Sisymbrium altissimum,Sisymbrium altissimum,Sisymbrium_altissimum,1
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Iridaceae,Iridaceae,Sisyrinchium,Sisyrinchium,campestre,Sisyrinchium campestre,Sisyrinchium campestre,Sisyrinchium_campestre,1
Plantae,Tracheophyta,A,Liliopsida,Liliales,Smilacaceae,Smilacaceae,Smilax,Smilax,herbacea,Smilax herbacea,Smilax herbacea,Smilax_herbacea,1
Plantae,Tracheophyta,A,Magnoliopsida,Solanales,Solanaceae,Solanaceae,Solanum,Solanum,americanum,Solanum americanum,Solanum americanum,Solanum_americanum,1
Plantae,Tracheophyta,A,Magnoliopsida,Solanales,Solanaceae,Solanaceae,Solanum,Solanum,dulcamara,Solanum dulcamara,Solanum dulcamara,Solanum_dulcamara,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,gigantea,Solidago gigantea,Solidago gigantea,Solidago_gigantea,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,juncea,Solidago juncea,Solidago juncea,Solidago_juncea,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,nemoralis,Solidago nemoralis,Solidago nemoralis,Solidago_nemoralis,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,rigida,Solidago rigida,Solidago rigida,Solidago_rigida,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Solidago,Solidago,speciosa,Solidago speciosa,Solidago speciosa,Solidago_speciosa,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Sonchus,Sonchus,arvensis,Sonchus arvensis,Sonchus arvensis,Sonchus_arvensis,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sorghastrum,Sorghastrum,nutans,Sorghastrum nutans,Sorghastrum nutans,Sorghastrum_nutans,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Sporobolus,michauxianus,Sporobolus michauxianus,Sporobolus michauxianus,Sporobolus_michauxianus,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Spiraea,Spiraea,alba,Spiraea alba,Spiraea alba,Spiraea_alba,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Spiraea,Spiraea,tomentosa,Spiraea tomentosa,Spiraea tomentosa,Spiraea_tomentosa,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Sporobolus,cryptandrus,Sporobolus cryptandrus,Sporobolus cryptandrus,Sporobolus_cryptandrus,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Sporobolus,heterolepis,Sporobolus heterolepis,Sporobolus heterolepis,Sporobolus_heterolepis,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Stachys,Stachys,palustris,Stachys palustris,Stachys palustris,Stachys_palustris,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Stachys,Stachys,tenuifolia,Stachys tenuifolia,Stachys tenuifolia,Stachys_tenuifolia,1
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophyllaceae,Stellaria,Stellaria,longifolia,Stellaria longifolia,Stellaria longifolia,Stellaria_longifolia,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Hesperostipa,Stipa,comata,Stipa comata,Hesperostipa comata,Hesperostipa_comata,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Hesperostipa,Stipa,spartea,Stipa spartea,Hesperostipa spartea,Hesperostipa_spartea,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Trachypogon,Trachypogon,spicatus,Trachypogon spicatus,Trachypogon spicatus,Trachypogon_spicatus,1
Plantae,Tracheophyta,A,Liliopsida,Liliales,Liliaceae,Liliaceae,Streptopus,Streptopus,lanceolatus,Streptopus lanceolatus,Streptopus lanceolatus,Streptopus_lanceolatus,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Strophostyles,Strophostyles,leiosperma,Strophostyles leiosperma,Strophostyles leiosperma,Strophostyles_leiosperma,1
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Thalictrum,Thalictrum,dasycarpum,Thalictrum dasycarpum,Thalictrum dasycarpum,Thalictrum_dasycarpum,1
Plantae,Tracheophyta,A,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculaceae,Thalictrum,Thalictrum,dioicum,Thalictrum dioicum,Thalictrum dioicum,Thalictrum_dioicum,1
Plantae,Tracheophyta,A,Liliopsida,Commelinales,Commelinaceae,Commelinaceae,Tradescantia,Tradescantia,bracteata,Tradescantia bracteata,Tradescantia bracteata,Tradescantia_bracteata,1
Plantae,Tracheophyta,A,Liliopsida,Commelinales,Commelinaceae,Commelinaceae,Tradescantia,Tradescantia,occidentalis,Tradescantia occidentalis,Tradescantia occidentalis,Tradescantia_occidentalis,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Hypericaceae,Hypericaceae,Triadenum,Hypericum,fraseri,Hypericum fraseri,Triadenum fraseri,Triadenum_fraseri,1
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Primulaceae,Primulaceae,Lysimachia,Lysimachia,borealis,Lysimachia borealis,Lysimachia borealis,Lysimachia_borealis,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Trifolium,Trifolium,arvense,Trifolium arvense,Trifolium arvense,Trifolium_arvense,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Trifolium,Trifolium,hybridum,Trifolium hybridum,Trifolium hybridum,Trifolium_hybridum,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Trifolium,Trifolium,pratense,Trifolium pratense,Trifolium pratense,Trifolium_pratense,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Trifolium,Trifolium,repens,Trifolium repens,Trifolium repens,Trifolium_repens,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Ulmaceae,Ulmaceae,Ulmus,Ulmus,americana,Ulmus americana,Ulmus americana,Ulmus_americana,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Ulmaceae,Ulmaceae,Ulmus,Ulmus,pumila,Ulmus pumila,Ulmus pumila,Ulmus_pumila,1
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Vaccinium,Vaccinium,angustifolium,Vaccinium angustifolium,Vaccinium angustifolium,Vaccinium_angustifolium,1
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Vaccinium,Vaccinium,myrtilloides,Vaccinium myrtilloides,Vaccinium myrtilloides,Vaccinium_myrtilloides,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Verbenaceae,Verbenaceae,Verbena,Verbena,stricta,Verbena stricta,Verbena stricta,Verbena_stricta,1
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Veronicastrum,Veronicastrum,virginicum,Veronicastrum virginicum,Veronicastrum virginicum,Veronicastrum_virginicum,1
Plantae,Tracheophyta,A,Magnoliopsida,Dipsacales,Viburnaceae,Viburnaceae,Viburnum,Viburnum,lentago,Viburnum lentago,Viburnum lentago,Viburnum_lentago,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Vicia,Vicia,sativa,Vicia sativa,Vicia sativa,Vicia_sativa,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Vicia,Vicia,villosa,Vicia villosa,Vicia villosa,Vicia_villosa,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,macloskeyi,Viola macloskeyi,Viola macloskeyi,Viola_macloskeyi,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,palustris,Viola palustris,Viola palustris,Viola_palustris,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,pedata,Viola pedata,Viola pedata,Viola_pedata,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,pedatifida,Viola pedatifida,Viola pedatifida,Viola_pedatifida,1
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Violaceae,Violaceae,Viola,Viola,selkirkii,Viola selkirkii,Viola selkirkii,Viola_selkirkii,1
Plantae,Tracheophyta,A,Magnoliopsida,Vitales,Vitaceae,Vitaceae,Vitis,Vitis,vulpina,Vitis vulpina,Vitis vulpina,Vitis_vulpina,1
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Rutaceae,Rutaceae,Zanthoxylum,Zanthoxylum,americanum,Zanthoxylum americanum,Zanthoxylum americanum,Zanthoxylum_americanum,1
Plantae,Tracheophyta,A,Magnoliopsida,Apiales,Apiaceae,Apiaceae,Zizia,Zizia,aptera,Zizia aptera,Zizia aptera,Zizia_aptera,1
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Amelanchier,Amelanchier,interior,Amelanchier interior,Amelanchier interior,Amelanchier_interior,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Artemisia,Artemisia,campestris,Artemisia campestris,Artemisia campestris,Artemisia_campestris,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Bouteloua,Bouteloua,hirsuta,Bouteloua hirsuta,Bouteloua hirsuta,Bouteloua_hirsuta,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Cirsium,Cirsium,altissimum,Cirsium altissimum,Cirsium altissimum,Cirsium_altissimum,1
Plantae,Tracheophyta,A,Magnoliopsida,Malvales,Cistaceae,Cistaceae,Crocanthemum,Crocanthemum,bicknellii,Crocanthemum bicknellii,Crocanthemum bicknellii,Crocanthemum_bicknellii,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Dalea,Dalea,candida,Dalea candida,Dalea candida,Dalea_candida,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Dichanthelium,Dichanthelium,linearifolium,Dichanthelium linearifolium,Dichanthelium linearifolium,Dichanthelium_linearifolium,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Erigeron,Erigeron,philadelphicus,Erigeron philadelphicus,Erigeron philadelphicus,Erigeron_philadelphicus,1
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Galium,Galium,concinnum,Galium concinnum,Galium concinnum,Galium_concinnum,1
Plantae,Tracheophyta,A,Magnoliopsida,Gentianales,Rubiaceae,Rubiaceae,Galium,Galium,obtusum,Galium obtusum,Galium obtusum,Galium_obtusum,1
Plantae,Tracheophyta,A,Magnoliopsida,Boraginales,Boraginaceae,Boraginaceae,Hackelia,Hackelia,virginiana,Hackelia virginiana,Hackelia virginiana,Hackelia_virginiana,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Koeleria,Koeleria,pyramidata,Koeleria pyramidata,Koeleria pyramidata,Koeleria_pyramidata,1
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Melilotus,Melilotus,albus,Melilotus albus,Melilotus albus,Melilotus_albus,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Echinacea,Echinacea,purpurea,Echinacea purpurea,Echinacea purpurea,Echinacea_purpurea,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Vernonia,Vernonia,fasciculata,Vernonia fasciculata,Vernonia fasciculata,Vernonia_fasciculata,1
Plantae,Tracheophyta,A,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,Boechera,Boechera,divaricarpa,Boechera divaricarpa,Boechera divaricarpa,Boechera_divaricarpa,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Aristida,Aristida,basiramea,Aristida basiramea,Aristida basiramea,Aristida_basiramea,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Aristida,Aristida,tuberculosa,Aristida tuberculosa,Aristida tuberculosa,Aristida_tuberculosa,1
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Bidens,Bidens,trichosperma,Bidens trichosperma,Bidens trichosperma,Bidens_trichosperma,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Sporobolus,Sporobolus,rigidus,Sporobolus rigidus,Sporobolus rigidus,Sporobolus_rigidus,1
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Eragrostis,Eragrostis,trichodes,Eragrostis trichodes,Eragrostis trichodes,Eragrostis_trichodes,1
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Orchidaceae,Orchidaceae,Platanthera,Platanthera,lacera,Platanthera lacera,Platanthera lacera,Platanthera_lacera,1
