plant_id,species,genus,family,order,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
48,Carex echinata,Carex,Cyperaceae,Poales,0.0965,0.5481,0.0972,0.0951,0.457,0.5008,0.0879,0.084,0.08
49,Carex interior,Carex,Cyperaceae,Poales,0.0971,0.5646,0.0991,0.0966,0.0957,0.5972,0.6206,0.6815,0.4538
50,Carex vulpinoidea,Carex,Cyperaceae,Poales,0.0977,0.0959,0.0967,0.0961,0.0973,0.5132,0.0882,0.0894,0.1323
51,Carex canescens,Carex,Cyperaceae,Poales,0.097,0.096,0.0979,0.0976,0.0962,0.4975,0.092,0.1661,0.0848
52,Carex bebbii,Carex,Cyperaceae,Poales,0.5655,0.5795,0.5864,0.0978,0.4522,0.6271,0.6755,0.7385,0.4908
53,Carex bicknellii,Carex,Cyperaceae,Poales,0.0964,0.5515,0.5326,0.0949,0.0959,0.4867,0.0875,0.0836,0.0763
54,Carex disperma,Carex,Cyperaceae,Poales,0.5594,0.591,0.5833,0.0956,0.4537,0.637,0.6879,0.7478,0.4922
55,Carex foenea,Carex,Cyperaceae,Poales,0.0959,0.5721,0.0968,0.094,0.0949,0.5046,0.0921,0.168,0.0869
56,Carex diandra,Carex,Cyperaceae,Poales,0.0973,0.0972,0.0959,0.0954,0.0979,0.5815,0.6266,0.6853,0.4573
57,Elymus smithii,Elymus,Poaceae,Poales,0.5135,0.0949,0.096,0.0959,0.0947,0.0922,0.267,0.2281,0.0928
58,Fallopia cilinode,Fallopia,Polygonaceae,Caryophyllales,0.0969,0.6009,0.0962,0.4319,0.4681,0.5055,0.6384,0.6977,0.4811
59,Glyceria grandis,Glyceria,Poaceae,Poales,0.6872,0.0964,0.6933,0.5228,0.0955,0.543,0.8228,0.9076,0.6046
60,Schizachne purpurascens,Schizachne,Poaceae,Poales,0.6879,0.0984,0.6909,0.5251,0.0958,0.5488,0.8444,0.9275,0.6207
61,Elymus violaceus,Elymus,Poaceae,Poales,0.0945,0.0969,0.0995,0.0934,0.0955,0.0903,0.2636,0.2243,0.0923
62,Bromus inermis,Bromus,Poaceae,Poales,0.0978,0.0965,0.0957,0.094,0.096,0.2515,0.0862,0.0847,0.0775
63,Bromus tectorum,Bromus,Poaceae,Poales,0.0971,0.0959,0.0987,0.0957,0.0956,0.0895,0.2613,0.2214,0.0913
64,Bromus ciliatus,Bromus,Poaceae,Poales,0.5145,0.0974,0.0979,0.0954,0.0956,0.2764,0.0869,0.0843,0.0767
65,Bromus kalmii,Bromus,Poaceae,Poales,0.0968,0.543,0.0956,0.0941,0.0957,0.2641,0.0903,0.0828,0.0766
66,Secale cereale,Secale,Poaceae,Poales,0.6565,0.0969,0.705,0.0954,0.5389,0.5382,0.808,0.8838,0.585
67,Elymus repens,Elymus,Poaceae,Poales,0.0968,0.096,0.0963,0.0946,0.0971,0.0883,0.2691,0.2275,0.093
68,Seemannia sylvatica,Seemannia,Gesneriaceae,Lamiales,0.8252,0.811,0.8274,0.6341,0.6436,0.6788,0.9827,1.078,0.7238
69,Stipa comata,Stipa,Poaceae,Poales,0.0975,0.0959,0.097,0.0959,0.4505,0.0904,0.2832,0.2435,0.093
70,Elymus canadensis,Elymus,Poaceae,Poales,0.0953,0.0958,0.0981,0.0949,0.0944,0.2597,0.087,0.0868,0.0763
71,Andropogon gerardi,Andropogon,Poaceae,Poales,0.0981,0.0965,0.0973,0.0943,0.0937,0.0954,0.5657,0.5995,0.3458
72,Rhamnus cathartica,Rhamnus,Rhamnaceae,Rosales,0.0958,0.0967,0.0956,0.0945,0.0951,0.092,0.4006,0.3363,0.094
73,Pilosella aurantiaca,Pilosella,Asteraceae,Asterales,0.0957,0.6534,0.0963,0.0944,0.0959,0.3089,0.0848,0.0835,0.0763
74,Calamagrostis canadensis,Calamagrostis,Poaceae,Poales,0.0983,0.0978,0.5772,0.095,0.0958,0.4933,0.8068,0.8735,0.5722
75,Phalaris arundinacea,Phalaris,Poaceae,Poales,0.098,0.0953,0.0975,0.0936,0.0948,0.09,0.3246,0.268,0.0935
76,Calamagrostis stricta,Calamagrostis,Poaceae,Poales,0.0963,0.0969,0.0969,0.0975,0.0978,0.4807,0.7366,0.811,0.5415
77,Agrostis scabra,Agrostis,Poaceae,Poales,0.0969,0.0972,0.0968,0.0947,0.0942,0.3175,0.0877,0.087,0.079
78,Phleum pratense,Phleum,Poaceae,Poales,0.0974,0.0996,0.0969,0.0941,0.0952,0.0911,0.2916,0.2366,0.095
79,Poa pratensis,Poa,Poaceae,Poales,0.0942,0.0967,0.0972,0.0944,0.0965,0.0898,0.2751,0.2284,0.0928
80,Poa compressa,Poa,Poaceae,Poales,0.0961,0.0987,0.0952,0.0944,0.095,0.2519,0.2022,0.0898,0.0808
81,Poa nemoralis,Poa,Poaceae,Poales,0.0972,0.0973,0.097,0.0968,0.0958,0.0909,0.2992,0.255,0.0945
82,Poa palustris,Poa,Poaceae,Poales,0.0973,0.5731,0.0963,0.0934,0.0963,0.3063,0.0918,0.0923,0.1354
83,Koeleria micrathera,Koeleria,Poaceae,Poales,0.0953,0.0984,0.0997,0.0954,0.095,0.4865,0.7488,0.8254,0.5528
84,Lolium multiflorum,Lolium,Poaceae,Poales,0.0959,0.0972,0.0978,0.0925,0.0952,0.0958,0.5512,0.5855,0.3349
85,Festuca rubra,Festuca,Poaceae,Poales,0.097,0.0983,0.0977,0.3952,0.0937,0.0909,0.298,0.2407,0.0928
86,Festuca ovina,Festuca,Poaceae,Poales,0.0959,0.0966,0.096,0.0967,0.0956,0.0912,0.3,0.2434,0.0942
87,Festuca guestfalica,Festuca,Poaceae,Poales,0.5426,0.5885,0.5833,0.0952,0.4643,0.4531,0.7141,0.7604,0.4972
88,Leersia oryzoides,Leersia,Poaceae,Poales,0.0968,0.0982,0.097,0.0947,0.097,0.4859,0.7448,0.8218,0.5494
89,Danthonia spicata,Danthonia,Poaceae,Poales,0.0965,0.0952,0.6488,0.0948,0.0954,0.3062,0.0894,0.0871,0.0785
90,Aristida basiramea,Aristida,Poaceae,Poales,0.0958,0.6622,0.0983,0.097,0.5511,0.5201,0.7483,0.8233,0.5569
91,Aristida tuberculosa,Aristida,Poaceae,Poales,0.583,0.6906,0.5945,0.4614,0.5806,0.5775,0.8419,0.9189,0.6211
92,Eragrostis trichodes,Eragrostis,Poaceae,Poales,0.5413,0.5789,0.5846,0.0949,0.0961,0.4673,0.7781,0.8453,0.545
93,Eragrostis spectabilis,Eragrostis,Poaceae,Poales,0.0972,0.0952,0.0972,0.0945,0.0952,0.094,0.5676,0.6082,0.3518
94,Bouteloua curtipendula,Bouteloua,Poaceae,Poales,0.0957,0.0962,0.0965,0.0948,0.0969,0.2922,0.2094,0.0892,0.0798
95,Bouteloua aristidoides,Bouteloua,Poaceae,Poales,0.0968,0.0988,0.0963,0.0932,0.0981,0.3262,0.092,0.0888,0.0803
96,Muhlenbergia racemosa,Muhlenbergia,Poaceae,Poales,0.0943,0.0962,0.0978,0.0943,0.0961,0.5003,0.7647,0.8395,0.5606
97,Sporobolus cryptandrus,Sporobolus,Poaceae,Poales,0.0968,0.0963,0.0973,0.0964,0.0961,0.4554,0.6362,0.6988,0.4707
98,Sporobolus heterolepis,Sporobolus,Poaceae,Poales,0.0977,0.0971,0.0975,0.0922,0.0949,0.2928,0.0851,0.085,0.0763
99,Sporobolus michauxianus,Sporobolus,Poaceae,Poales,0.588,0.5933,0.5839,0.4565,0.4805,0.5112,0.7019,0.7758,0.5226
100,Sporobolus rigidus,Sporobolus,Poaceae,Poales,0.583,0.5912,0.5972,0.4562,0.477,0.5264,0.7062,0.77,0.5228
101,Dichanthelium oligosanthes,Dichanthelium,Poaceae,Poales,0.0983,0.0961,0.097,0.0955,0.0982,0.4216,0.6041,0.6585,0.4408
102,Dichanthelium acuminatum,Dichanthelium,Poaceae,Poales,0.0965,0.0966,0.0949,0.0953,0.0952,0.2909,0.0866,0.0843,0.0773
103,Panicum virgatum,Panicum,Poaceae,Poales,0.0976,0.0976,0.0961,0.3941,0.0962,0.089,0.2827,0.2492,0.0943
104,Panicum miliaceum,Panicum,Poaceae,Poales,0.5776,0.5762,0.5862,0.4477,0.0963,0.4919,0.708,0.7731,0.5219
105,Panicum capillare,Panicum,Poaceae,Poales,0.0948,0.0978,0.097,0.0939,0.0958,0.2704,0.0877,0.083,0.0788
106,Panicum perlongum,Panicum,Poaceae,Poales,0.5502,0.0985,0.0984,0.0934,0.4631,0.4433,0.6346,0.7039,0.4735
107,Panicum leibergii,Panicum,Poaceae,Poales,0.5806,0.5945,0.584,0.4442,0.0965,0.482,0.7002,0.7644,0.511
108,Trachypogon spicatus,Trachypogon,Poaceae,Poales,0.641,0.0969,0.6906,0.0953,0.5524,0.5264,0.7961,0.8874,0.5876
109,Cenchrus americanus,Cenchrus,Poaceae,Poales,0.7067,0.582,0.5787,0.5386,0.4793,0.5869,0.8285,0.9142,0.622
110,Paspalum setaceum,Paspalum,Poaceae,Poales,0.7164,0.6965,0.7329,0.5397,0.5716,0.5814,0.8589,0.9379,0.632
111,Schizachyrium scoparium,Schizachyrium,Poaceae,Poales,0.0961,0.0961,0.0975,0.0951,0.0939,0.0934,0.5603,0.6014,0.3448
112,Sorghastrum nutans,Sorghastrum,Poaceae,Poales,0.0956,0.0992,0.0962,0.0941,0.0984,0.0913,0.2904,0.2336,0.0919
113,Setaria italica,Setaria,Poaceae,Poales,0.0966,0.0965,0.0951,0.0934,0.0977,0.3047,0.0863,0.0862,0.0779
114,Setaria viridis,Setaria,Poaceae,Poales,0.0952,0.5522,0.0966,0.096,0.0976,0.3088,0.0872,0.0839,0.0766
115,Digitaria sanguinalis,Digitaria,Poaceae,Poales,0.5383,0.0969,0.0953,0.0945,0.0975,0.3536,0.0868,0.0838,0.0785
116,Digitaria cognata,Digitaria,Poaceae,Poales,0.5872,0.0969,0.0971,0.453,0.4678,0.4945,0.6444,0.7125,0.4889
117,Cenchrus longispinus,Cenchrus,Poaceae,Poales,0.6793,0.097,0.0978,0.5374,0.0961,0.5413,0.7798,0.8719,0.5964
118,Digitaria ischaemum,Digitaria,Poaceae,Poales,0.0965,0.5478,0.095,0.0954,0.0946,0.3494,0.086,0.0869,0.0794
119,Caltha palustris,Caltha,Ranunculaceae,Ranunculales,0.0975,0.098,0.0989,0.5087,0.0966,0.8526,0.0909,0.089,0.0825
120,Anemone virginiana,Anemone,Ranunculaceae,Ranunculales,0.5765,0.0967,0.0965,0.4594,0.0952,0.9462,0.6762,0.744,0.5062
121,Anemone cylindrica,Anemone,Ranunculaceae,Ranunculales,0.099,0.0966,0.0969,0.4275,0.0954,0.9396,0.669,0.7365,0.5009
122,Anemone patens,Anemone,Ranunculaceae,Ranunculales,0.5749,0.5854,0.0965,0.0973,0.0942,0.9599,0.6637,0.737,0.5007
123,Anemone quinquefolia,Anemone,Ranunculaceae,Ranunculales,0.0968,0.0958,0.5444,0.0956,0.0947,0.852,0.0903,0.0861,0.0832
124,Ranunculus rhomboideus,Ranunculus,Ranunculaceae,Ranunculales,0.0989,0.0973,0.0973,0.5323,0.0967,0.9553,0.8107,0.8889,0.605
125,Delphinium carolinianum,Delphinium,Ranunculaceae,Ranunculales,0.7082,0.0978,0.0989,0.5625,0.098,1.0147,0.8115,0.9069,0.626
126,Aquilegia canadensis,Aquilegia,Ranunculaceae,Ranunculales,0.6867,0.7243,0.7251,0.0972,0.0974,0.9867,0.8733,0.9533,0.6372
127,Thalictrum dasycarpum,Thalictrum,Ranunculaceae,Ranunculales,0.0994,0.0988,0.0959,0.0963,0.0975,0.8475,0.0879,0.0865,0.0797
128,Thalictrum dioicum,Thalictrum,Ranunculaceae,Ranunculales,0.0976,0.5719,0.0979,0.0952,0.0953,0.846,0.0896,0.0864,0.0826
129,Vitis vulpina,Vitis,Vitaceae,Vitales,0.0962,0.0971,0.0984,0.0955,0.0971,1.1641,1.7647,1.9872,1.3223
130,Parthenocissus quinquefolia,Parthenocissus,Vitaceae,Vitales,0.0946,0.0983,0.0979,0.0954,0.0954,1.1322,1.6912,1.9155,1.2845
131,Parthenocissus inserta,Parthenocissus,Vitaceae,Vitales,0.0978,0.0984,0.0976,0.0954,0.0971,1.1426,1.7023,1.9262,1.2889
132,Ribes hirtellum,Ribes,Grossulariaceae,Saxifragales,0.7701,0.0988,0.8137,0.0961,0.0962,0.7388,0.9798,1.0691,0.7106
133,Micranthes pensylvanica,Micranthes,Saxifragaceae,Saxifragales,0.731,0.8047,0.7179,0.5621,0.5798,0.6916,0.8475,0.9272,0.6245
134,Heuchera richardsonii,Heuchera,Saxifragaceae,Saxifragales,0.0966,0.7405,0.0973,0.0972,0.096,0.4797,0.0886,0.0882,0.0813
135,Penthorum sedoides,Penthorum,Penthoraceae,Saxifragales,0.774,0.0976,0.0986,0.0977,0.0975,0.7276,0.8962,0.9729,0.6618
136,Geranium maculatum,Geranium,Geraniaceae,Geraniales,0.0972,0.0964,0.0965,0.0952,0.095,0.9608,0.0903,0.0944,0.4292
137,Ageratina liebmannii,Ageratina,Asteraceae,Asterales,0.0937,0.0967,0.0962,0.0944,0.5394,0.2929,0.0867,0.0846,0.0778
138,Miscanthus giganteus,Miscanthus,Poaceae,Poales,0.7063,0.7059,0.7224,0.5501,0.5671,0.5887,0.8811,0.955,0.6385
139,Berteroa incana,Berteroa,Brassicaceae,Brassicales,0.0963,0.0987,0.6383,0.095,0.096,0.396,0.09,0.0846,0.0783
140,Sisymbrium altissimum,Sisymbrium,Brassicaceae,Brassicales,0.0965,0.6584,0.0958,0.0927,0.0954,0.4873,0.0883,0.0898,0.1548
141,Arabis hirsuta,Arabis,Brassicaceae,Brassicales,0.097,0.0954,0.0967,0.0966,0.5349,0.3909,0.0871,0.0847,0.0779
142,Barbarea vulgaris,Barbarea,Brassicaceae,Brassicales,0.0965,0.6607,0.0958,0.0939,0.094,0.418,0.0874,0.0831,0.0782
143,Lepidium densiflorum,Lepidium,Brassicaceae,Brassicales,0.0969,0.098,0.0976,0.0947,0.0949,0.4088,0.0869,0.0847,0.0766
144,Lepidium virginicum,Lepidium,Brassicaceae,Brassicales,0.0963,0.0966,0.0958,0.0959,0.0953,0.4079,0.0866,0.0859,0.0776
145,Turritis glabra,Turritis,Brassicaceae,Brassicales,0.0976,0.0978,0.0953,0.0931,0.0944,0.3994,0.0881,0.0853,0.0781
146,Boechera divaricarpa,Boechera,Brassicaceae,Brassicales,0.7264,0.6978,0.7227,0.5609,0.5789,0.6471,0.8759,0.955,0.6397
147,Zanthoxylum americanum,Zanthoxylum,Rutaceae,Sapindales,0.8129,0.8127,0.8263,0.0948,0.0954,0.6407,1.0577,1.0984,0.6935
148,Acer negundo,Acer,Sapindaceae,Sapindales,0.5165,0.0973,0.0972,0.0947,0.096,0.0914,0.485,0.3796,0.0913
149,Acer rubrum,Acer,Sapindaceae,Sapindales,0.0982,0.0955,0.0969,0.0951,0.0942,0.0891,0.4865,0.376,0.0933
150,Toxicodendron radicans,Toxicodendron,Anacardiaceae,Sapindales,0.6368,0.6528,0.0958,0.0954,0.095,0.0922,0.4908,0.3915,0.0925
151,Rhus glabra,Rhus,Anacardiaceae,Sapindales,0.0971,0.0964,0.0982,0.0949,0.0942,0.4132,0.742,0.7514,0.4514
152,Rhus typhina,Rhus,Anacardiaceae,Sapindales,0.0976,0.0933,0.0978,0.0952,0.0961,0.0886,0.4815,0.3835,0.0933
153,Helianthemum bicknellii,Helianthemum,Cistaceae,Malvales,0.0974,0.0979,0.0979,0.5742,0.5959,1.4026,1.9689,2.1485,1.4745
154,Lechea stricta,Lechea,Cistaceae,Malvales,0.6966,0.7361,0.7416,0.0976,0.0984,1.4157,2.0214,2.1936,1.4843
155,Ludwigia polycarpa,Ludwigia,Onagraceae,Myrtales,0.7047,0.7122,0.7146,0.5437,0.0961,0.5958,0.8659,0.9385,0.6296
156,Circaea lutetiana,Circaea,Onagraceae,Myrtales,0.0965,0.0985,0.0966,0.4768,0.0946,0.091,0.3213,0.2596,0.0928
157,Oenothera rhombipetala,Oenothera,Onagraceae,Myrtales,0.554,0.5755,0.5838,0.0955,0.0968,0.5033,0.7063,0.769,0.5093
158,Oenothera parviflora,Oenothera,Onagraceae,Myrtales,0.0947,0.5637,0.0976,0.0948,0.095,0.3147,0.0876,0.0847,0.0786
159,Oenothera biennis,Oenothera,Onagraceae,Myrtales,0.0972,0.0984,0.0969,0.0953,0.0954,0.3027,0.0891,0.0872,0.0782
160,Chamaenerion angustifolium,Chamaenerion,Onagraceae,Myrtales,0.0953,0.0985,0.0972,0.0956,0.0954,0.3308,0.0873,0.0881,0.0807
161,Epilobium ciliatum,Epilobium,Onagraceae,Myrtales,0.097,0.6663,0.0959,0.0944,0.0935,0.3227,0.0885,0.0847,0.0782
162,Epilobium leptophyllum,Epilobium,Onagraceae,Myrtales,0.5634,0.71,0.5981,0.0982,0.0961,0.5158,0.7052,0.7638,0.509
163,Celastrus scandens,Celastrus,Celastraceae,Celastrales,0.0988,0.096,0.0978,0.0957,0.0953,1.5862,2.2224,2.4161,1.6023
164,Oxalis stricta,Oxalis,Oxalidaceae,Oxalidales,0.0978,0.0991,0.0983,0.0935,0.0951,0.6753,0.0901,0.0888,0.0874
165,Hypericum majus,Hypericum,Hypericaceae,Malpighiales,0.7906,0.8437,0.8208,0.0959,0.096,0.6648,1.0087,1.098,0.7226
166,Euphorbia geyeri,Euphorbia,Euphorbiaceae,Malpighiales,0.5971,0.6039,0.6039,0.4695,0.4877,0.5049,0.7911,0.8439,0.5406
167,Euphorbia corollata,Euphorbia,Euphorbiaceae,Malpighiales,0.0986,0.0988,0.0974,0.0955,0.0975,0.0914,0.3995,0.3369,0.0927
168,Euphorbia glyptosperma,Euphorbia,Euphorbiaceae,Malpighiales,0.5611,0.0956,0.0996,0.0954,0.0979,0.4595,0.7314,0.7793,0.495
169,Viola macloskeyi,Viola,Violaceae,Malpighiales,0.0968,0.588,0.097,0.0964,0.0951,0.5267,0.6615,0.7298,0.4852
170,Viola palustris,Viola,Violaceae,Malpighiales,0.0977,0.5625,0.0969,0.0969,0.0957,0.4097,0.0892,0.0895,0.082
171,Viola pedatifida,Viola,Violaceae,Malpighiales,0.0976,0.0966,0.0962,0.427,0.4654,0.5301,0.6365,0.7016,0.475
172,Viola selkirkii,Viola,Violaceae,Malpighiales,0.5684,0.6047,0.5992,0.0961,0.4682,0.5643,0.7083,0.7707,0.5073
173,Viola sagittata,Viola,Violaceae,Malpighiales,0.5488,0.098,0.097,0.0954,0.0966,0.4042,0.0889,0.0889,0.0821
174,Viola pedata,Viola,Violaceae,Malpighiales,0.5943,0.6065,0.6134,0.4492,0.0949,0.571,0.7202,0.7863,0.5265
175,Populus grandidentata,Populus,Salicaceae,Malpighiales,0.5547,0.1004,0.0966,0.0954,0.0947,0.0914,0.4423,0.3915,0.0936
176,Populus tremuloides,Populus,Salicaceae,Malpighiales,0.1014,0.0958,0.0964,0.0934,0.096,0.0908,0.43,0.3775,0.0921
177,Populus balsamifera,Populus,Salicaceae,Malpighiales,0.0978,0.0984,0.0964,0.3996,0.0972,0.0935,0.4262,0.3718,0.0918
178,Populus deltoides,Populus,Salicaceae,Malpighiales,0.0982,0.0986,0.5562,0.0959,0.0966,0.0909,0.4418,0.3911,0.0932
179,Salix bebbiana,Salix,Salicaceae,Malpighiales,0.5505,0.0977,0.5929,0.0946,0.0941,0.551,0.873,0.936,0.6092
180,Salix pyrifolia,Salix,Salicaceae,Malpighiales,0.5749,0.5977,0.5961,0.0973,0.4726,0.559,0.8739,0.9344,0.6068
181,Salix pedicellaris,Salix,Salicaceae,Malpighiales,0.0958,0.5779,0.0982,0.4377,0.4682,0.538,0.8228,0.8802,0.5827
182,Salix discolor,Salix,Salicaceae,Malpighiales,0.0985,0.5656,0.6024,0.4224,0.0943,0.5632,0.8792,0.9287,0.6059
183,Salix interior,Salix,Salicaceae,Malpighiales,0.56,0.6041,0.6115,0.094,0.0957,0.5606,0.8689,0.9332,0.5966
184,Salix petiolaris,Salix,Salicaceae,Malpighiales,0.5731,0.5848,0.6073,0.0965,0.0976,0.5554,0.8676,0.937,0.6097
185,Salix humilis,Salix,Salicaceae,Malpighiales,0.5754,0.5931,0.5843,0.0956,0.0945,0.5518,0.8527,0.9049,0.5864
186,Salix serissima,Salix,Salicaceae,Malpighiales,0.5875,0.6043,0.5989,0.4559,0.0954,0.5724,0.8938,0.957,0.6228
187,Quercus ellipsoidalis,Quercus,Fagaceae,Fagales,0.0977,0.0967,0.0972,0.0947,0.0961,0.4144,0.8084,0.7913,0.4751
188,Quercus petraea,Quercus,Fagaceae,Fagales,0.0968,0.098,0.0981,0.0956,0.0965,0.097,0.6793,0.6333,0.3032
189,Quercus alba,Quercus,Fagaceae,Fagales,0.096,0.0965,0.0984,0.0944,0.0963,0.094,0.5428,0.4177,0.0927
190,Quercus macrocarpa,Quercus,Fagaceae,Fagales,0.0948,0.0988,0.0994,0.0955,0.0965,0.0922,0.5479,0.4186,0.0925
191,Corylus americana,Corylus,Betulaceae,Fagales,0.0965,0.0975,0.0969,0.0977,0.0968,0.5221,0.934,0.951,0.5883
192,Alnus incana,Alnus,Betulaceae,Fagales,0.0971,0.0967,0.6635,0.0934,0.095,0.0902,0.5251,0.4104,0.0949
193,Betula papyrifera,Betula,Betulaceae,Fagales,0.096,0.0994,0.5471,0.0938,0.0976,0.0906,0.5141,0.4098,0.0909
194,Betula pumila,Betula,Betulaceae,Fagales,0.0991,0.0999,0.0965,0.0942,0.097,0.4261,0.7903,0.7946,0.4721
195,Betula alleghaniensis,Betula,Betulaceae,Fagales,0.0975,0.0956,0.0972,0.0956,0.0953,0.0923,0.5253,0.4346,0.0935
196,Polygala polygama,Polygala,Polygalaceae,Fabales,0.097,0.0957,0.0954,0.0947,0.0967,0.3524,0.0878,0.0853,0.0779
197,Polygala sanguinea,Polygala,Polygalaceae,Fabales,0.5658,0.5796,0.5925,0.0986,0.0955,0.541,0.7161,0.774,0.5117
198,Chamaecrista fasciculata,Chamaecrista,Fabaceae,Fabales,0.1013,0.0982,0.0961,0.0952,0.0976,0.3164,0.0894,0.0846,0.0785
199,Amorpha canescens,Amorpha,Fabaceae,Fabales,0.0989,0.097,0.0987,0.0941,0.099,0.4989,0.7626,0.8399,0.5623
200,Lupinus perennis,Lupinus,Fabaceae,Fabales,0.0951,0.0962,0.0943,0.0949,0.0966,0.3164,0.2385,0.0908,0.0825
201,Petalostemon candidus,Petalostemon,Fabaceae,Fabales,0.711,0.7097,0.7137,0.5302,0.095,0.5777,0.8324,0.9089,0.6114
202,Baptisia alba,Baptisia,Fabaceae,Fabales,0.0981,0.0974,0.0974,0.0942,0.0951,0.0925,0.3082,0.2478,0.0938
203,Dalea villosa,Dalea,Fabaceae,Fabales,0.5786,0.0974,0.0943,0.4561,0.0956,0.4669,0.7355,0.8051,0.5386
204,Dalea purpurea,Dalea,Fabaceae,Fabales,0.0965,0.0968,0.0973,0.0951,0.0964,0.0949,0.5799,0.6225,0.3659
205,Amphicarpaea bracteata,Amphicarpaea,Fabaceae,Fabales,0.0969,0.6693,0.0997,0.5048,0.0969,0.5384,0.7711,0.8535,0.5792
206,Strophostyles leiosperma,Strophostyles,Fabaceae,Fabales,0.7252,0.7121,0.7117,0.5535,0.5744,0.5881,0.8649,0.9446,0.6324
207,Hylodesmum glutinosum,Hylodesmum,Fabaceae,Fabales,0.7146,0.7256,0.7089,0.5488,0.5879,0.5928,0.8763,0.9482,0.6365
208,Desmodium canadense,Desmodium,Fabaceae,Fabales,0.6321,0.0974,0.096,0.0971,0.0981,0.3755,0.0891,0.0922,0.1563
209,Lespedeza capitata,Lespedeza,Fabaceae,Fabales,0.0962,0.0966,0.0983,0.0949,0.0962,0.0906,0.0873,0.086,0.0761
210,Robinia pseudoacacia,Robinia,Fabaceae,Fabales,0.0972,0.0983,0.0983,0.097,0.0944,0.091,0.3692,0.3276,0.092
211,Astragalus canadensis,Astragalus,Fabaceae,Fabales,0.6433,0.1004,0.0972,0.0956,0.0937,0.308,0.0874,0.0851,0.0774
212,Vicia sativa,Vicia,Fabaceae,Fabales,0.099,0.0974,0.0964,0.0955,0.0938,0.0918,0.2983,0.2318,0.0934
213,Vicia villosa,Vicia,Fabaceae,Fabales,0.537,0.0971,0.0965,0.0973,0.0965,0.2839,0.2347,0.0904,0.0834
214,Lathyrus venosus,Lathyrus,Fabaceae,Fabales,0.0963,0.1003,0.0965,0.0958,0.0961,0.5111,0.7879,0.8517,0.5692
215,Lathyrus ochroleucus,Lathyrus,Fabaceae,Fabales,0.5465,0.0982,0.5872,0.0956,0.0966,0.53,0.829,0.9064,0.5993
216,Melilotus officinalis,Melilotus,Fabaceae,Fabales,0.0961,0.0967,0.0963,0.4843,0.0959,0.2986,0.0869,0.0856,0.0796
217,Medicago lupulina,Medicago,Fabaceae,Fabales,0.0964,0.0983,0.0984,0.0939,0.0936,0.0904,0.272,0.2291,0.0925
218,Medicago sativa,Medicago,Fabaceae,Fabales,0.0971,0.5572,0.0963,0.0969,0.0963,0.2768,0.0848,0.085,0.0786
219,Trifolium arvense,Trifolium,Fabaceae,Fabales,0.0956,0.0971,0.0987,0.0944,0.0944,0.284,0.2942,0.2542,0.0973
220,Trifolium pratense,Trifolium,Fabaceae,Fabales,0.0966,0.0983,0.0974,0.0958,0.0963,0.277,0.2778,0.2314,0.0946
221,Trifolium hybridum,Trifolium,Fabaceae,Fabales,0.0952,0.0981,0.0959,0.0951,0.4524,0.2761,0.0874,0.0851,0.0799
222,Trifolium repens,Trifolium,Fabaceae,Fabales,0.0968,0.0968,0.0989,0.0944,0.0954,0.0953,0.4963,0.5292,0.3141
223,Frangula alnus,Frangula,Rhamnaceae,Rosales,0.0967,0.0976,0.0962,0.0949,0.0967,0.0889,0.3767,0.3089,0.0916
224,Taraxacum campylodes,Taraxacum,Asteraceae,Asterales,0.0976,0.0969,0.0961,0.0986,0.5494,0.0921,0.3002,0.249,0.0926
225,Ceanothus americanus,Ceanothus,Rhamnaceae,Rosales,0.6619,0.0989,0.703,0.0972,0.0957,0.5319,0.84,0.9114,0.5974
226,Ulmus pumila,Ulmus,Ulmaceae,Rosales,0.0962,0.098,0.0967,0.0951,0.0962,0.2808,0.3923,0.3294,0.0961
227,Ulmus americana,Ulmus,Ulmaceae,Rosales,0.5115,0.096,0.0951,0.0953,0.0951,0.0915,0.3928,0.3401,0.0922
228,Parietaria pensylvanica,Parietaria,Urticaceae,Rosales,0.6558,0.0971,0.0969,0.0949,0.5861,0.5387,0.8157,0.872,0.5759
229,Urtica dioica,Urtica,Urticaceae,Rosales,0.0973,0.0967,0.0963,0.0936,0.0964,0.0918,0.3601,0.29,0.0924
230,Pilea pumila,Pilea,Urticaceae,Rosales,0.6574,0.0984,0.0983,0.0968,0.5629,0.5401,0.8291,0.8936,0.5821
231,Stipa spartea,Stipa,Poaceae,Poales,0.0972,0.0958,0.0958,0.0952,0.0964,0.3074,0.0868,0.0912,0.1443
232,Spiraea tomentosa,Spiraea,Rosaceae,Rosales,0.5902,0.0965,0.097,0.0979,0.0954,0.5384,0.7719,0.846,0.5701
233,Prunus serotina,Prunus,Rosaceae,Rosales,0.0966,0.0976,0.0969,0.0949,0.0975,0.0914,0.368,0.3234,0.0943
234,Prunus virginiana,Prunus,Rosaceae,Rosales,0.5421,0.0968,0.0959,0.0979,0.0971,0.4431,0.6888,0.7421,0.4824
235,Prunus americana,Prunus,Rosaceae,Rosales,0.5619,0.5746,0.5912,0.0956,0.0978,0.4802,0.7377,0.783,0.5065
236,Prunus pensylvanica,Prunus,Rosaceae,Rosales,0.0965,0.0958,0.0974,0.0954,0.0962,0.0908,0.3468,0.2912,0.0919
