"","species_names","kingdom","phylum","class","order","family","genus","species","originalSpeciesName","atpB.fasta","matK.fasta","ndhF.fasta","rbcL.fasta","trnL.fasta"
"162","Frangula_alnus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula alnus","Frangula_baetica",0,1,0,1,1
"163","Frangula_alnus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula","Frangula alnus","Frangula_alnus",0,1,0,1,1
"164","Fraxinus_americana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","Fraxinus americana","Fraxinus_americana",0,1,0,1,0
"165","Fraxinus_nigra","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","Fraxinus nigra","Fraxinus_nigra",0,1,0,1,0
"166","Fraxinus_pennsylvanica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus","Fraxinus pennsylvanica","Fraxinus_pennsylvanica",0,1,0,1,0
"167","Galium_aparine","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium aparine","Galium_aparine",1,1,1,1,1
"168","Galium_boreale","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium boreale","Galium_boreale",0,1,0,1,1
"169","Galium_trifidum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium trifidum","Galium_trifidum",0,1,0,0,1
"170","Galium_triflorum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium triflorum","Galium_triflorum",0,1,0,0,0
"171","Gamochaeta_purpurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gamochaeta","Gamochaeta purpurea","Gamochaeta_purpurea",0,1,0,1,1
"172","Gentiana_andrewsii","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Gentiana andrewsii","Gentiana_andrewsii",0,1,0,1,0
"173","Geranium_maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Geranium_maculatum",0,0,0,1,0
"174","Ginkgo_biloba","Plantae","Tracheophyta","Ginkgoopsida","Ginkgoales","Ginkgoaceae","Ginkgo","Ginkgo biloba","Ginkgo_biloba",1,1,0,0,0
"175","Glechoma_hederacea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Glechoma","Glechoma hederacea","Glechoma_hederacea",0,1,1,1,1
"176","Glyceria_grandis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Glyceria","Glyceria grandis","Glyceria_grandis",0,1,1,1,0
"177","Gnaphalium_uliginosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gnaphalium","Gnaphalium uliginosum","Gnaphalium_uliginosum",0,1,1,1,1
"178","Hackelia_deflexa","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Hackelia","Hackelia deflexa","Hackelia_deflexa",0,0,0,1,1
"179","Hedeoma_hispida","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Hedeoma","Hedeoma hispida","Hedeoma_hispida",0,0,0,1,0
"180","Helenium_autumnale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helenium","Helenium autumnale","Helenium_autumnale",0,1,0,1,0
"181","Helianthus_giganteus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Helianthus giganteus","Helianthus_giganteus",0,0,0,1,1
"182","Helianthus_hirsutus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Helianthus hirsutus","Helianthus_hirsutus",0,1,0,1,0
"183","Helianthus_petiolaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Helianthus petiolaris","Helianthus_petiolaris",0,0,0,1,0
"184","Heliopsis_helianthoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Heliopsis","Heliopsis helianthoides","Heliopsis_helianthoides",1,1,1,1,0
"185","Heterotheca_villosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Heterotheca","Heterotheca villosa","Heterotheca_villosa",0,1,0,1,1
"186","Heuchera_richardsonii","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Heuchera","Heuchera richardsonii","Heuchera_richardsonii",0,1,0,1,0
"187","Hieracium_longipilum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hieracium","Hieracium longipilum","Hieracium_longipilum",0,1,0,1,1
"188","Hieracium_umbellatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hieracium","Hieracium umbellatum","Hieracium_umbellatum",0,1,0,0,1
"189","Houstonia_longifolia","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Houstonia","Houstonia longifolia","Houstonia_longifolia",0,1,0,1,1
"190","Hylodesmum_glutinosum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Hylodesmum","Hylodesmum glutinosum","Hylodesmum_glutinosum",0,1,0,1,0
"191","Hypericum_majus","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","Hypericum","Hypericum majus","Hypericum_majus",0,0,0,1,0
"192","Hypoxis_hirsuta","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Hypoxis","Hypoxis hirsuta","Hypoxis_hirsuta",0,1,0,1,0
"193","Ilex_verticillata","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex verticillata","Ilex_verticillata",0,1,0,1,0
"194","Impatiens_capensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","Impatiens capensis","Impatiens_capensis",1,1,1,1,1
"195","Iris_versicolor","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris versicolor","Iris_versicolor",0,1,0,1,0
"196","Juncus_tenuis","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","Juncus tenuis","Juncus_tenuis",0,1,0,1,1
"197","Juniperus_communis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus communis","Juniperus_communis",1,1,0,1,1
"198","Juniperus_virginiana","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","Juniperus virginiana","Juniperus_virginiana",0,0,0,1,1
"199","Kali_turgidum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Kali","Kali turgidum","Salsola_kali",0,1,1,1,1
"200","Kali_turgidum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Kali","Kali turgidum","Kali_turgidum",0,1,1,1,1
"201","Krigia_biflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Krigia","Krigia biflora","Krigia_biflora",0,1,0,1,0
"202","Lactuca_biennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","Lactuca biennis","Lactuca_biennis",0,1,0,1,0
"203","Lactuca_canadensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","Lactuca canadensis","Lactuca_canadensis",0,1,0,1,1
"204","Lactuca_serriola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","Lactuca serriola","Lactuca_serriola",0,1,0,1,1
"205","Larix_laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Larix","Larix laricina","Larix_laricina",0,1,0,1,0
"206","Lathyrus_ochroleucus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus ochroleucus","Lathyrus_ochroleucus",0,1,0,1,0
"207","Lathyrus_venosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","Lathyrus venosus","Lathyrus_venosus",0,0,0,1,1
"208","Lechea_stricta","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Lechea","Lechea stricta","Lechea_stricta",0,0,0,1,0
"209","Leersia_oryzoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Leersia","Leersia oryzoides","Leersia_oryzoides",1,1,1,1,1
"210","Lepidium_densiflorum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Lepidium","Lepidium densiflorum","Lepidium_densiflorum",0,1,0,1,1
"211","Lepidium_virginicum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","Lepidium_virginicum",0,1,1,1,1
"212","Lespedeza_capitata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lespedeza","Lespedeza capitata","Lespedeza_capitata",0,1,0,1,1
"213","Liatris_aspera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris aspera","Liatris_aspera",0,1,1,1,0
"214","Liatris_ligulistylis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris ligulistylis","Liatris_ligulistylis",0,1,0,1,0
"215","Liatris_pycnostachya","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Liatris","Liatris pycnostachya","Liatris_pycnostachya",0,1,0,1,0
"216","Linaria_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria","Linaria vulgaris","Linaria_vulgaris",0,1,1,1,0
"217","Lithospermum_canescens","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Lithospermum","Lithospermum canescens","Lithospermum_canescens",0,0,0,1,1
"218","Lithospermum_carolinense","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Lithospermum","Lithospermum carolinense","Lithospermum_carolinense",0,0,0,1,1
"219","Lithospermum_caroliniense","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Lithospermum","Lithospermum caroliniense","Lithospermum_caroliniense",0,0,0,0,1
"220","Lobelia_siphilitica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Lobelia","Lobelia siphilitica","Lobelia_siphilitica",0,1,0,1,0
"221","Lobelia_spicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Lobelia","Lobelia spicata","Lobelia_spicata",0,0,0,1,0
"222","Lolium_multiflorum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Lolium","Lolium multiflorum","Lolium_multiflorum",0,0,0,1,1
"223","Lonicera_dioica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera dioica","Lonicera_dioica",0,1,0,1,0
"224","Lonicera_morrowii","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera morrowii","Lonicera_morrowii",0,1,0,1,0
"225","Lonicera_tatarica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera tatarica","Lonicera_tatarica",0,0,0,1,1
"226","Ludwigia_polycarpa","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia polycarpa","Ludwigia_polycarpa",0,1,0,1,0
"227","Lupinus_perennis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus perennis","Lupinus_perennis",0,1,0,1,1
"228","Lycopus_americanus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus americanus","Lycopus_americanus",0,1,0,1,1
"229","Lycopus_uniflorus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus uniflorus","Lycopus_uniflorus",0,1,0,1,0
"230","Lysimachia_borealis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia borealis","Trientalis_borealis",0,1,1,0,0
"231","Lysimachia_ciliata","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia ciliata","Lysimachia_ciliata",0,1,1,1,0
"232","Lysimachia_thyrsiflora","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia thyrsiflora","Lysimachia_thyrsiflora",0,1,1,1,0
"233","Maianthemum_canadense","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum canadense","Maianthemum_canadense",0,1,1,0,1
"234","Maianthemum_racemosum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum","Maianthemum_racemosum",1,1,1,1,1
"235","Maianthemum_stellatum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum stellatum","Maianthemum_stellatum",1,1,1,1,1
"236","Malus_domestica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus domestica","Malus_domestica",0,0,0,0,1
"237","Medicago_lupulina","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago lupulina","Medicago_lupulina",0,1,0,1,1
"238","Medicago_sativa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago sativa","Medicago_sativa",0,1,0,1,0
"239","Melilotus_officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Melilotus","Melilotus officinalis","Melilotus_officinalis",0,1,0,1,1
"240","Micranthes_pensylvanica","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes pensylvanica","Micranthes_pensylvanica",0,0,0,1,1
"241","Mimulus_ringens","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus ringens","Mimulus_ringens",0,1,0,1,1
"242","Mirabilis_albida","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis albida","Mirabilis_albida",0,1,1,1,1
"243","Mirabilis_nyctaginea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis nyctaginea","Mirabilis_nyctaginea",0,1,1,1,0
"244","Moehringia_lateriflora","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Moehringia","Moehringia lateriflora","Moehringia_lateriflora",0,0,0,1,1
"245","Mollugo_verticillata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","Mollugo_verticillata",1,1,0,1,1
"246","Monarda_fistulosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda fistulosa","Monarda_fistulosa",1,0,1,1,1
"247","Monarda_punctata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda punctata","Monarda_punctata",0,1,0,1,0
"248","Mosla_dianthera","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Mosla","Mosla dianthera","Mosla_dianthera",0,1,0,0,1
"249","Muhlenbergia_racemosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia racemosa","Muhlenbergia_racemosa",0,1,0,1,0
"250","Nabalus_albus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Nabalus","Nabalus albus","Nabalus_albus",0,1,0,1,0
"251","Nabalus_racemosus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Nabalus","Nabalus racemosus","Nabalus_racemosus",0,1,0,1,0
"252","Nepeta_cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","Nepeta cataria","Nepeta_cataria",1,1,1,0,0
"253","Oenothera_biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera biennis","Oenothera_biennis",0,1,0,1,1
"254","Oenothera_parviflora","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera parviflora","Oenothera_parviflora",0,1,0,1,0
"255","Oenothera_rhombipetala","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera rhombipetala","Oenothera_rhombipetala",0,0,0,0,1
"256","Oxalis_stricta","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis stricta","Oxalis_stricta",1,1,0,0,1
"257","Packera_aurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Packera","Packera aurea","Packera_aurea",0,1,0,1,1
"258","Packera_paupercula","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Packera","Packera paupercula","Packera_paupercula",0,1,0,1,0
"259","Panicum_capillare","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum capillare","Panicum_capillare",0,1,1,1,1
"260","Panicum_miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum miliaceum","Panicum_miliaceum",0,1,1,0,1
"261","Panicum_virgatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Panicum","Panicum virgatum","Panicum_virgatum",0,0,1,1,1
"262","Parietaria_pensylvanica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Parietaria","Parietaria pensylvanica","Parietaria_pensylvanica",0,1,1,1,0
"263","Parthenocissus_inserta","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","Parthenocissus","Parthenocissus inserta","Parthenocissus_inserta",0,1,0,1,0
"264","Parthenocissus_quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","Parthenocissus","Parthenocissus quinquefolia","Parthenocissus_quinquefolia",0,1,0,1,1
"265","Paspalum_setaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Paspalum","Paspalum setaceum","Paspalum_setaceum",0,1,0,1,0
"266","Pedicularis_canadensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Pedicularis canadensis","Pedicularis_canadensis",0,1,0,1,0
"267","Penstemon_digitalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Penstemon","Penstemon digitalis","Penstemon_digitalis",0,1,0,1,0
"268","Penstemon_gracilis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Penstemon","Penstemon gracilis","Penstemon_gracilis",1,0,1,1,1
"269","Penstemon_grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Penstemon","Penstemon grandiflorus","Penstemon_grandiflorus",0,1,0,1,0
"270","Penthorum_sedoides","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Penthoraceae","Penthorum","Penthorum sedoides","Penthorum_sedoides",1,0,1,1,0
"271","Persicaria_amphibia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria amphibia","Polygonum_amphibium",0,1,0,1,1
"272","Persicaria_amphibia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria amphibia","Persicaria_amphibia",0,1,0,1,1
"273","Persicaria_hydropiper","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiper","Persicaria_hydropiper",0,1,0,1,1
"274","Persicaria_lapathifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria lapathifolia","Persicaria_lapathifolia",0,1,0,1,0
"275","Persicaria_maculosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria maculosa","Persicaria_maculosa",0,1,0,1,1
"276","Persicaria_pensylvanica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria pensylvanica","Persicaria_pensylvanica",0,1,0,1,1
"277","Persicaria_sagittata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria sagittata","Persicaria_sagittata",0,1,0,1,1
"278","Persicaria_thunbergii","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria thunbergii","Polygonum_thunbergii",0,1,0,0,1
"279","Persicaria_thunbergii","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria thunbergii","Persicaria_thunbergii",0,1,0,0,1
"280","Phalaris_arundinacea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phalaris","Phalaris arundinacea","Phalaris_arundinacea",0,0,0,1,0
"281","Phleum_pratense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum pratense","Phleum_pratense",1,1,1,1,0
"282","Phlox_paniculata","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","Phlox","Phlox paniculata","Phlox_paniculata",0,1,0,1,0
"283","Phlox_pilosa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","Phlox","Phlox pilosa","Phlox_pilosa",0,1,1,0,1
"284","Phryma_leptostachya","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Phryma","Phryma leptostachya","Phryma_leptostachya",1,1,1,1,1
"285","Physalis_pubescens","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis pubescens","Physalis_pubescens",0,1,0,1,1
"286","Physalis_virginiana","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis virginiana","Physalis_virginiana",1,1,1,1,1
"287","Pilea_pumila","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Pilea","Pilea pumila","Pilea_pumila",0,1,0,0,0
"288","Pilosella_aurantiaca","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pilosella","Pilosella aurantiaca","Pilosella_aurantiaca",0,1,0,1,0
"289","Pinus_banksiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus banksiana","Pinus_banksiana",0,0,0,1,0
"290","Pinus_resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus resinosa","Pinus_resinosa",0,0,0,1,0
"291","Pinus_strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus strobus","Pinus_strobus",0,1,0,1,1
"292","Plantago_lanceolata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago lanceolata","Plantago_lanceolata",0,1,1,1,1
"293","Plantago_major","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago major","Plantago_major",0,0,0,0,1
"294","Platanthera_lacera","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Platanthera","Platanthera lacera","Platanthera_lacera",0,0,0,1,0
"295","Poa_compressa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Poa","Poa compressa","Poa_compressa",0,0,0,1,0
"296","Poa_nemoralis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Poa","Poa nemoralis","Poa_nemoralis",0,1,0,0,0
"297","Poa_palustris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Poa","Poa palustris","Poa_palustris",0,1,0,1,0
"298","Poa_pratensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Poa","Poa pratensis","Poa_pratensis",0,1,0,0,1
"299","Polygala_polygama","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Polygala","Polygala polygama","Polygala_polygama",0,1,0,0,1
"300","Polygala_sanguinea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","Polygala","Polygala sanguinea","Polygala_sanguinea",0,0,0,1,1
"301","Polygonatum_biflorum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Polygonatum","Polygonatum biflorum","Polygonatum_biflorum",0,1,0,1,0
"302","Polygonella_articulata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonella","Polygonella articulata","Polygonella_articulata",0,0,0,0,1
"303","Polygonum_tenue","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Polygonum","Polygonum tenue","Polygonum_tenue",0,1,0,1,0
"304","Populus_balsamifera","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus balsamifera","Populus_balsamifera",0,1,0,1,1
"305","Populus_deltoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus deltoides","Populus_deltoides",0,1,0,1,0
"306","Populus_grandidentata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus grandidentata","Populus_grandidentata",0,0,0,1,0
"307","Populus_tremuloides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus tremuloides","Populus_tremuloides",1,0,0,1,0
"308","Portulaca_oleracea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea","Portulaca_oleracea",1,1,0,1,1
"309","Potentilla_argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla argentea","Potentilla_argentea",0,1,0,1,1
"310","Potentilla_norvegica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla norvegica","Potentilla_norvegica",0,1,0,1,0
"311","Potentilla_recta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla recta","Potentilla_recta",0,1,0,1,0
"312","Potentilla_simplex","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla simplex","Potentilla_simplex",0,1,0,1,0
"313","Prunella_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris","Prunella_vulgaris",0,1,0,0,0
"314","Prunus_americana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus americana","Prunus_americana",0,1,1,1,1
"315","Prunus_pensylvanica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus pensylvanica","Prunus_pensylvanica",0,1,0,1,0
"316","Prunus_pumila","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus pumila","Prunus_pumila",0,1,0,1,0
"317","Prunus_serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus serotina","Prunus_serotina",0,1,1,1,1
"318","Prunus_virginiana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus virginiana","Prunus_virginiana",0,0,1,1,0
"319","Pycnanthemum_virginianum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum","Pycnanthemum_virginianum",0,1,0,1,0
"320","Pyrola_rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Pyrola","Pyrola rotundifolia","Pyrola_rotundifolia",0,1,0,1,1
"321","Quercus_alba","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus alba","Quercus_alba",0,1,0,1,1
"322","Quercus_ellipsoidalis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus ellipsoidalis","Quercus_ellipsoidalis",0,1,0,1,0
"323","Quercus_macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus macrocarpa","Quercus_macrocarpa",0,1,0,1,0
"324","Quercus_petraea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus petraea","Quercus_petraea",0,0,0,1,0
