"MRCA","MaxAge","MinAge","taxonA","taxonB","bootstrap"
"41f854a3d6e410fd982a49e4dac183d2",1.64327900040001,1.64327900040001,"Fraxinus_pennsylvanica","Fraxinus_americana",2
"31d3b664bb33a1bf6bbeb1bacaeb4520",58.0988300004,58.0988300004,"Penstemon_digitalis","Verbascum_thapsus",2
"bd286568f12d93c05907dee7b07dbc48",45.1591160004,45.1591160004,"Penstemon_digitalis","Linaria_vulgaris",2
"20c54449b260b4c2ada1bb9551eb4b03",1.75768200040005,1.75768200040005,"Penstemon_digitalis","Penstemon_gracilis",2
"76ba2e35dd2bcb1744c5ae392c770e65",41.3641880004,41.3641880004,"Linaria_vulgaris","Plantago_patagonica",2
"ecc438533e4bd7587031dad7312e38cf",30.5333870004,30.5333870004,"Plantago_patagonica","Veronicastrum_virginicum",2
"75a9e13a23c9bc92a177eae323ca595d",16.6085850004,16.6085850004,"Plantago_patagonica","Plantago_major",2
"65280805e21bb9da6ce809ab8fb35fc3",47.2714380004001,47.2714380004001,"Verbena_hastata","Pedicularis_canadensis",2
"5ac473b77b65836a6a1233ae69102191",1.51701600040008,1.51701600040008,"Verbena_hastata","Verbena_stricta",2
"f966089a54a85fa2b75dee6c435a7006",40.2889360004,40.2889360004,"Pedicularis_canadensis","Stachys_palustris",2
"ce82ec06c6b3ee90c12a5bee038d21ab",33.2405520004,33.2405520004,"Pedicularis_canadensis","Phryma_leptostachya",2
"53c0542984e3522ade63abf1f0acf9bb",34.2804180004001,34.2804180004001,"Stachys_palustris","Mosla_dianthera",2
"923548ff84180d2b3a6289a65fe4ee8f",25.3577520004001,25.3577520004001,"Mosla_dianthera","Lycopus_uniflorus",2
"f6e2fc4d2cc313c935855c1b76f02b07",17.1503790004,17.1503790004,"Lycopus_uniflorus","Prunella_vulgaris",2
